mean,std,median,D,xmin,mu,sigma
5.547872038183987,11.726744235299261,2.0,0.04242756768056832,1,0.5444252513386503,1.3870623840941902
5.569038013523496,11.178893557205788,2.0,0.042522499867570396,1,0.55809293647145,1.3876679793728692
5.467867492471163,11.683102779902706,2.0,0.04340037399236152,1,0.5451635572298337,1.3779342891429656
5.483550201716007,11.38699330626024,2.0,0.039723001892513765,1,0.5686572025731815,1.3723342454924838
5.5737541905790104,11.495345303110403,2.0,0.04475981511329519,1,0.5331014062493007,1.3991049239832962
5.516307744758225,11.168906753886322,2.0,0.041857592310180936,1,0.5521881068812934,1.383370427021764
5.438632876868004,10.984814258710532,2.0,0.042691117387797184,1,0.5670615265818699,1.3684810456126728
5.621200068185693,12.377408926480216,2.0,0.04534904894643632,1,0.54140501333745,1.3978058899191064
5.510028978919257,10.918029249115431,2.0,0.0424258336945218,1,0.5709976767656657,1.3760612309154272
5.46914597420308,11.148464235140382,2.0,0.04037652102480749,1,0.5722689031972699,1.3692548054611482
5.45502585374169,10.960759790400697,2.0,0.04539779166411606,1,0.5393083008578505,1.382264602894554
5.492329109608501,11.238843018194716,2.0,0.04189150759095983,1,0.5791538323301013,1.366164554363283
5.404170691516564,11.207198212337719,2.0,0.041224027103550054,1,0.5514219869115757,1.369026490366975
5.4849707369736915,10.807338030338544,2.0,0.04079988061608775,1,0.5570875490299407,1.3784232039817992
5.472725723052446,10.752450232212036,2.0,0.04139875736356624,1,0.5696563426158889,1.3706300931266142
5.5745212796181605,12.1901474165051,2.0,0.042416877380150264,1,0.5560200612042804,1.3852639097842014
5.537871469969884,11.174032314374912,2.0,0.04402762227227924,1,0.5336365683876226,1.3987551685728699
5.498579464742315,11.229399861291117,2.0,0.04362356690064856,1,0.574732027561318,1.3686023774601885
5.583527473151884,11.463406141180748,2.0,0.04421001899080007,1,0.5273956678580598,1.4040429994990158
5.438632876868004,10.702819360531304,2.0,0.041043261763073935,1,0.5867539328533949,1.3582101809416438
5.462583101312575,11.204619721132353,2.0,0.04518001103972996,1,0.527002641588108,1.3919662959198265
5.532984828683448,11.626480300059734,2.0,0.04096128470975502,1,0.5829613320089886,1.3676661290683612
5.479998863571794,10.988044760328341,2.0,0.04132680192238447,1,0.5759063377447029,1.3688424343951673
5.5789817603272915,12.135797073973695,2.0,0.04233517689368588,1,0.5594326645216383,1.380871078341482
5.470651741576226,11.448805681002986,2.0,0.04066767467873156,1,0.5758192102129598,1.36531111664072
5.549775555429286,11.972025812131156,2.0,0.04246154639459454,1,0.5646303391047519,1.3770685543955477
5.548951644979828,10.778816454050677,2.0,0.042997250250275454,1,0.5594554817812598,1.3893624777145603
5.556736178191943,11.962144817171028,2.0,0.041443806998067656,1,0.5724700111478844,1.376453858714703
5.498323768395932,11.868360724233858,2.0,0.043370127715054496,1,0.5477229191817714,1.3808546739645569
5.369310756292971,9.937017309753763,2.0,0.04348873557885552,1,0.5484843794905111,1.376169415001527
5.550997215750895,12.110695988548976,2.0,0.040329295711542756,1,0.5595485112787819,1.3778264429694456
5.496818001022786,11.162429811566351,2.0,0.04053316988772587,1,0.5658094977332815,1.3732688799522736
5.541479629524405,11.206433455683461,2.0,0.04443740757940795,1,0.5456447467849588,1.3885012692988516
5.532643900221603,11.36459101673898,2.0,0.04475661743906245,1,0.5478790305219052,1.38979877551713
5.602079663617251,11.782805264799817,2.0,0.04290467428211886,1,0.5591208987390998,1.38656613228771
5.520086368543668,11.348732015643968,2.0,0.04276327405711661,1,0.5677782047840187,1.3763919896213617
5.509631229047105,11.35150163798954,2.0,0.045728566875138155,1,0.5328598210786517,1.3946166175475239
5.5604863912722315,11.71577612968264,2.0,0.04331302778478996,1,0.5569822637383179,1.3833014670547117
5.502954713335985,10.89553784056632,2.0,0.04123621407019523,1,0.5861669536460261,1.3678134240136433
5.518239672708677,11.419431949559984,2.0,0.04298158689095494,1,0.544448697754725,1.389634015014359
5.507102676288426,11.313738286922275,2.0,0.042370816650231735,1,0.5578184938267471,1.377439297909094
5.550514233763282,11.560324694522945,2.0,0.04492924701271267,1,0.5482675474608876,1.3866208465790542
5.463492243877493,10.991980851268051,2.0,0.04353296142403945,1,0.5436083971659625,1.3845851451328306
5.543326325359396,11.738339238766908,2.0,0.04221415211535917,1,0.5463518931621318,1.3876014299716963
5.576652082504688,11.915346106190718,2.0,0.042297916325264695,1,0.551930634076865,1.3860067211789548
5.490652878004432,11.97263346408672,2.0,0.04254222913021671,1,0.5433278745451471,1.3819560754002134
5.504630944940053,10.957919117970695,2.0,0.04630089789703151,1,0.5401062993045285,1.393316995414599
5.554520143189954,11.331497335350234,2.0,0.04518879615523291,1,0.5329383161754255,1.3974316121328547
5.465651457469175,11.469144692455416,2.0,0.045735220855570524,1,0.5327752944102577,1.3876137029652225
5.589607364054776,11.216739353702508,2.0,0.04234184567697452,1,0.5675438246102457,1.3861346753804349
5.461503494516734,11.055112155906741,2.0,0.04386723978449747,1,0.531292175138084,1.3854770963343057
5.389453946246946,11.316085535352949,2.0,0.04473710050568519,1,0.5422996658468524,1.369725373873106
5.546138985169612,11.788737545845512,2.0,0.04215464338749819,1,0.5639790096915044,1.3772915320102048
5.467640206829934,10.998755853525482,2.0,0.04228651883657847,1,0.5548541915322022,1.3795313628833075
5.562333087107222,11.345468884966966,2.0,0.043245934125510255,1,0.5657346894154625,1.3829301882238096
5.543212682538781,11.515013624251049,2.0,0.04442930253137717,1,0.547466578075079,1.3894812184723526
5.671913176885051,13.145724842486748,2.0,0.042409773962292285,1,0.5502962660629251,1.393063153661656
5.499062446729928,11.113651637285923,2.0,0.044686883261958354,1,0.537079196834688,1.3914139363811198
5.552985965111654,11.169784996008994,2.0,0.04196632589877469,1,0.5676371612755717,1.3799764202486915
5.583186544690039,11.257385690855576,2.0,0.041905570409310755,1,0.5693270591804418,1.384493242996203
5.611710892664356,12.711246143947497,2.0,0.045096763332680645,1,0.5234496439775311,1.4037082815003448
5.464145690096029,11.301877504839993,2.0,0.03943543172533881,1,0.5688616077787761,1.3656213249130085
5.506023069492585,11.91527639916674,2.0,0.04482481542894706,1,0.5240334277013938,1.3915520091884699
5.55986135575885,11.585933673485654,2.0,0.04503906788854073,1,0.5277170835850988,1.4020879084233366
5.520342064890051,11.10855236527557,2.0,0.04222961991807056,1,0.5701829885658484,1.377529708617015
5.548553895107677,11.605878597412508,2.0,0.04197024106753877,1,0.5774675192577078,1.3731235416618437
5.600517074833798,11.90867892053048,2.0,0.045403468523905754,1,0.5283451259638798,1.4051676290895307
5.533098471504062,12.294383006982459,2.0,0.04251733747724179,1,0.5412381942638207,1.3849570848569168
5.510426728791408,11.331576059118776,2.0,0.041946656491104184,1,0.5498699670188643,1.3822711915326138
5.559037445309393,12.393762212748097,2.0,0.04293031332374314,1,0.5561626507194515,1.3806566445641808
5.4700267060628445,11.308546703298404,2.0,0.04477256091498599,1,0.5422593766064447,1.3843262132053138
5.663702483095631,12.049456118758865,2.0,0.0469599985003446,1,0.5234841366447118,1.4122580486124416
5.521364850275583,11.258896683115498,2.0,0.04386799964601107,1,0.5549599883496696,1.3825194619658603
5.553809875561112,11.98305476317899,2.0,0.0421265362344963,1,0.5515424196265606,1.3856128336572713
5.422381953520087,11.00959017594627,2.0,0.040512661616214585,1,0.5525862127245984,1.3738050762214153
5.453889425535542,10.76486871744497,2.0,0.04352560061406652,1,0.5274245754006983,1.393672611941876
5.577504403659299,11.015369872588664,2.0,0.041558716207003354,1,0.57442522817806,1.380340215009968
5.539434058753338,11.985784766376025,2.0,0.04307808687309006,1,0.5498913594234329,1.3846494095173942
5.446190124438888,11.51139332906213,2.0,0.0429157298186586,1,0.5608401018650246,1.36741611370446
5.572305244616171,11.882748527728223,2.0,0.04456252218352602,1,0.5499053882652281,1.3891680776649105
5.591056310017614,11.977296913670184,2.0,0.04254951343886998,1,0.5627810925069758,1.3824723020511553
5.504630944940053,10.777028697771362,2.0,0.04232594459848066,1,0.575632251920271,1.3746450536218648
5.6167395874765615,11.89331209935341,2.0,0.0436679080199025,1,0.5501424368556362,1.3951925488129635
5.5967100403432015,11.785731581846443,2.0,0.04522746381088433,1,0.5354499454309982,1.4015514695879443
5.521251207454969,10.92918124961792,2.0,0.045615683333314894,1,0.5217109757897944,1.4052003521060517
5.498011250639241,11.809236895304528,2.0,0.04366319942948654,1,0.560503305484964,1.3745861379199162
5.527132223421785,11.455077807091815,2.0,0.04423418162167403,1,0.5472350200460516,1.3880606007925929
5.527444741178476,11.2183300316904,2.0,0.043749685031829966,1,0.5632802759541606,1.3795585238156924
5.486533325757145,11.872242523244024,2.0,0.04190639650835204,1,0.5625527439469858,1.3726504527058778
5.465765100289789,10.956059341309553,2.0,0.04532810582979746,1,0.5196482317879271,1.3967864722671544
5.5590942667197,11.621615719294907,2.0,0.043531734568683034,1,0.5355324784799271,1.3955175498459513
5.635178135121314,12.524684783153463,2.0,0.044139303623993875,1,0.566931670883841,1.386532463338622
5.487044718449912,11.261248447038696,2.0,0.041446055022246964,1,0.5659728696813763,1.3743496771552595
5.592306381044377,11.168707650666466,2.0,0.04543554959669183,1,0.5362140153180546,1.4044834167288431
5.569464174100801,11.26102399446408,2.0,0.04227645729146878,1,0.5541271327425157,1.3930202953184954
5.495823626342406,11.455649844047493,2.0,0.04229545035738702,1,0.5693452080551822,1.3730179583213495
5.490425592363202,11.32534717559607,2.0,0.04266695735037296,1,0.5567585543854668,1.3792381168424839
5.601426217398716,11.669163115513625,2.0,0.04218188788309152,1,0.5507448529510732,1.393182298768521
5.51136428206148,11.262647749958932,2.0,0.04495340077727367,1,0.5417349699853381,1.388557319412401
5.378174896300926,10.907322724443086,2.0,0.04135380149265161,1,0.5363954555702191,1.3767485811913902
5.520967100403432,10.91355526718046,2.0,0.04355846227987059,1,0.5588326086136604,1.3874865318677836
5.542758111256322,12.15991560898146,2.0,0.04278375696031772,1,0.560842910532207,1.377432071841596
5.49823853628047,11.091025001381148,2.0,0.04378893599119982,1,0.5540532065378063,1.3841758143303577
5.565856014546281,11.730375353855232,2.0,0.03989161075727704,1,0.5845864795628068,1.371608218297129
5.454088300471618,11.41883423022613,2.0,0.04386918685967911,1,0.5444730290190997,1.3809222501234846
5.416017955565657,10.368949877957029,2.0,0.04229154696606724,1,0.5493798136976618,1.3795717316295861
5.526024205920791,11.176072084787712,2.0,0.04255281966660318,1,0.5486672265725105,1.3855448642129156
5.514574691743849,11.325587684249951,2.0,0.04289472416758322,1,0.5635081433078013,1.3775185392745601
5.5099437468037955,11.621803265638095,2.0,0.0405709887848173,1,0.5409285362341771,1.3894958292321051
5.462753565543497,10.434387019159619,2.0,0.04229186178235611,1,0.5698938825002804,1.37418768177441
5.5822205807148135,11.888695733538489,2.0,0.04092172494157853,1,0.5667411350608449,1.3824520351595742
5.517273708733451,11.62958547405467,2.0,0.04150222323067787,1,0.5335980966293876,1.3947629957061431
5.511563156997557,11.369088506557787,2.0,0.04452518857567567,1,0.542635435589514,1.386329962166314
