mean,std,median,D,xmin,lambda,beta
4.160293198477186,4.592941150160264,2.0,0.012878086580676351,16.0,0.11164938826388668,1.6657526523727484
4.171487016307744,4.602751385072796,2.0,0.012210714941781609,11.0,0.10692406538036953,1.727408259185145
4.173447354963351,4.5880532994425565,2.0,0.009546001436706919,14.0,0.12982389855966092,1.510138196330276
4.149838058980624,4.578313740261927,2.0,0.010489672607379541,15.0,0.12457156816679615,1.5409346824204913
4.166571964316154,4.583419984186571,2.0,0.009189260305910607,14.0,0.11746024765255951,1.6039594489557296
4.197511222228536,4.601671054973793,2.0,0.009438952881767826,17.0,0.1754145194640038,1.282776903038539
4.171288141371669,4.602200141730507,2.0,0.00953008092030777,14.0,0.11565325955558264,1.613135967747716
4.163191090402864,4.552459625382618,2.0,0.01518931265497847,9.0,0.1066065620532988,1.7689479087332964
4.134581510313086,4.55090184868777,2.0,0.013135984164965975,11.0,0.11117693293875326,1.6773856582465259
4.1287857264617305,4.562236425463744,2.0,0.010746673229330872,20.0,0.13123887377165847,1.5147718030970752
4.154213307574294,4.590327876195812,2.0,0.011377925014481427,9.0,0.10901621577134155,1.6953303406662812
4.146173078015797,4.567133876383482,2.0,0.010015980608871877,14.0,0.12930984386594474,1.497068505288102
4.149156202056935,4.5791860749253575,2.0,0.012150499320745412,11.0,0.10874144356290323,1.6854122432102046
4.189556224785499,4.613184673912614,2.0,0.010306850402586276,12.0,0.10465729571162202,1.7488049050098065
4.10844366157168,4.540481747858477,2.0,0.01422287738658734,15.0,0.1195712141851956,1.6087000827000557
4.182453548497073,4.591445993218386,2.0,0.012274144578689472,9.0,0.10846659980133908,1.7039249846598965
4.134581510313086,4.560655251398701,2.0,0.011373682724534151,10.0,0.11156581471310599,1.6540247129887535
4.181885334394,4.583175696253757,2.0,0.013361560869347366,15.0,0.10708282918503542,1.7304523835049508
4.170634695153134,4.631206106898243,2.0,0.011224142359885114,17.0,0.14369840316744914,1.4014832269253263
4.102079663617251,4.559430177015811,2.0,0.011376069682567935,18.0,0.11270940749750757,1.6656904734971811
4.138274901983067,4.547724767213662,2.0,0.009189765503675451,13.0,0.1086461596304431,1.7104578388182898
4.2388203875220185,4.670568220971326,2.0,0.011261777519775862,14.0,0.1234846030768778,1.5417100283551877
4.190209671004034,4.592297542940769,2.0,0.009998770895340875,11.0,0.11058441264825505,1.6644999036941743
4.171060855730439,4.607076735663101,2.0,0.011606018778083316,12.0,0.10804153765201474,1.6966617671373427
4.128501619410193,4.572681994789629,2.0,0.013509767681071039,18.0,0.10705021632210615,1.7339121625335852
4.167736803227456,4.611264029481739,2.0,0.011603108608971846,11.0,0.10949028691869654,1.6662172851002301
4.134411046082164,4.571474355919987,2.0,0.01336256052487006,9.0,0.10459947171698347,1.7675512357867758
4.129581226206034,4.55278210297707,2.0,0.013078010116815975,8.0,0.11038810774141304,1.6763932343954009
4.1742428547076535,4.58756489945266,2.0,0.010385060204007424,11.0,0.10845926801711103,1.6872442612600806
4.195465651457469,4.643061515579553,2.0,0.010211762529042212,14.0,0.12364424324465892,1.5078471133952889
4.09815898630604,4.539051095618626,2.0,0.013130130101311366,7.0,0.11230877563388073,1.6494526728176293
4.126228762997898,4.546906773017401,2.0,0.012645388177134897,11.0,0.10192515779138797,1.83272176918927
4.151088130007387,4.5862460530172635,2.0,0.011233471081085633,12.0,0.10511303100556599,1.7344831756701065
4.127109494857662,4.562896782790597,2.0,0.011115612173946965,17.0,0.16707606382317297,1.318784420274623
4.171685891243821,4.613357792556706,2.0,0.010638584947661234,10.0,0.11499124424318799,1.5947796799766345
4.159412466617422,4.591007426048001,2.0,0.010233898366656391,16.0,0.1093916655231015,1.6688312495567847
4.192056366839025,4.606104309876814,2.0,0.010091446789107006,20.0,0.2872913747297853,1.0779745066404822
4.165748053866697,4.595895124869519,2.0,0.012321154447686111,14.0,0.09392919289649321,1.9298108741523343
4.186743564975282,4.6188232759728285,2.0,0.011230913988823976,13.0,0.09884009403707461,1.8778362611223927
4.09148247059492,4.507185096774012,2.0,0.010097939826317126,13.0,0.12059318192723258,1.585198361375571
4.161344394567873,4.584158599197443,2.0,0.012927434364779056,13.0,0.11564223073185204,1.6182942229419717
4.1394113301892155,4.595721670002197,2.0,0.01080320759313469,15.0,0.1066364757500937,1.7140206576517585
4.132763225183249,4.589373602251904,2.0,0.01115937424652047,10.0,0.1076468777522154,1.698245771729601
4.137593045059378,4.565988185196906,2.0,0.008641726011378026,11.0,0.12050324431786998,1.5644926785943116
4.163958179442014,4.5536207754690485,2.0,0.01146362633685516,17.0,0.1725723370559643,1.306848560262925
4.179044263878629,4.596280347129201,2.0,0.007249746618930242,18.0,0.13001278021140594,1.4852831484146887
4.175549747144724,4.593270999731028,2.0,0.011129982024478957,14.0,0.10972024117822245,1.686852002144685
4.123444513892835,4.556464427312717,2.0,0.012564171605364716,20.0,1.9360057247944005,0.6633948995768304
4.181601227342463,4.5992696786789296,2.0,0.014626617646163576,18.0,0.1300250816588827,1.5433618783329024
4.167623160406841,4.58281445050845,2.0,0.011983408983385513,15.0,0.10918123903387336,1.7282025029804307
4.153701914881528,4.608943126467358,2.0,0.013367034110053133,14.0,0.10123811844309621,1.8015938126558195
4.164412750724473,4.589450816104428,2.0,0.00967055747306822,15.0,0.11337629739807015,1.688248315906599
4.147224274106484,4.561214617096458,2.0,0.011548810509213192,12.0,0.11542154244048594,1.6317147132090208
4.1904369566452635,4.60105855087861,2.0,0.00980971433871869,18.0,0.19846116414990334,1.235008008454856
4.166912892777999,4.576975120587032,2.0,0.010460798236921809,19.0,0.11795391899766641,1.6488580910535917
4.153616682766066,4.561692060049154,2.0,0.011129832621736946,10.0,0.10846292013802739,1.7224641753989007
4.132649582362634,4.561303610516068,2.0,0.008519150002543996,15.0,0.1241113685209187,1.5491681847071688
4.174839479515882,4.579208124703558,2.0,0.009981669750477318,14.0,0.11671109505349768,1.6205501297951572
4.137536223649071,4.5455851203189415,2.0,0.010682161595924333,9.0,0.1112123237166895,1.6681348794454935
4.151769986931075,4.526833597530892,2.0,0.013699328009095235,15.0,0.0918440587932203,2.047137124938854
4.182339905676459,4.5980480869164735,2.0,0.012836454593606828,13.0,0.10922197221470278,1.7101886279636418
4.136485027558384,4.59182974933005,2.0,0.010934374917509704,10.0,0.11510063771671925,1.5903768866253793
4.135007670890391,4.563037285196412,2.0,0.009270164572103834,13.0,0.13056643903652654,1.4769534890066052
4.159270413091653,4.570647804776714,2.0,0.00921087032816581,16.0,0.11005325390030501,1.707761437069513
4.125973066651515,4.5475230375560365,2.0,0.009627742610923806,14.0,0.13535419710989827,1.4510667816925875
4.176231604068413,4.594506521937132,2.0,0.01062353630715257,18.0,0.11544883433492988,1.6741623231597893
4.139922722881982,4.555202384010945,2.0,0.010091925102025279,13.0,0.10278526440439918,1.7957247911426786
4.109778964713904,4.535444233119466,2.0,0.010222866755651872,12.0,0.11797111716799494,1.5988297659293313
4.1272231376782775,4.528374266576831,2.0,0.010500631368560831,12.0,0.1141182193613482,1.635563243430622
4.152082504687766,4.59003069630999,2.0,0.011616623281380356,11.0,0.10762894488535026,1.71073649226255
4.117108926643559,4.535098009466022,2.0,0.012952542589679816,12.0,0.09874164685652333,1.884428204188315
4.141371668844821,4.569781861427598,2.0,0.010039456237232347,14.0,0.09853553253926485,1.8589439590525165
4.130859707937951,4.577033696832088,2.0,0.008816631072630698,11.0,0.11828473255964723,1.5700384898888617
4.175350872208648,4.611177934269577,2.0,0.011045676369485502,18.0,0.17751703050798645,1.2939678696063093
4.191772259787488,4.631845196161142,2.0,0.013974658746248314,11.0,0.10138279337738204,1.7995305159138328
4.138559009034604,4.56155769637242,2.0,0.010823131576344514,13.0,0.12115122645529978,1.5784748280054837
4.184584351383601,4.600457252110053,2.0,0.012015202670776437,12.0,0.1114861742984645,1.649365863966309
4.1038127166316265,4.560528108021406,2.0,0.011305640972287478,12.0,0.11842050676396453,1.5742870039750394
4.125348031138133,4.564078575336921,2.0,0.012540939382498673,9.0,0.1119787266933881,1.6428134168614614
4.154497414625831,4.600099322318336,2.0,0.009770664302452658,15.0,0.11274724919263013,1.6369462512311101
4.168901642138758,4.6068603920934565,2.0,0.013063474841938788,14.0,0.1006451842338428,1.8088274627187366
4.184982101255753,4.659740555298486,2.0,0.009713506551872308,15.0,0.13018152229408508,1.4809795712268272
4.1432751860901185,4.5715842377913765,2.0,0.00804322104303723,13.0,0.12090249274059059,1.566246946119767
4.153446218535144,4.582818212365801,2.0,0.009189660475788952,19.0,0.14444868871602248,1.4228964391162096
4.173078015796352,4.590230947002552,2.0,0.011441428872085768,14.0,0.1117000871779808,1.6837916880661932
4.178987442468322,4.588326605595693,2.0,0.012623302635548228,13.0,0.11379471016967965,1.6456492329757253
4.134354224671856,4.5526312689329,2.0,0.00755073349487545,17.0,0.14996168248604858,1.4149379629426078
4.179555656571396,4.627861652956381,2.0,0.012349574371178229,11.0,0.10477385154075487,1.7353009249696174
4.193590544917325,4.632573024410293,2.0,0.012193419693135227,13.0,0.10298229676179332,1.754663755874612
4.163844536621399,4.592027063979335,2.0,0.011045690280713671,11.0,0.10735286514640592,1.7259591511756487
4.1656060003409285,4.607473364267266,2.0,0.0090941458367646,12.0,0.1074554166322623,1.7038399764206993
4.158929484629809,4.575083243270089,2.0,0.0083651226384589,14.0,0.12432713557378207,1.5296799290679104
4.178646514006478,4.596221648696201,2.0,0.011782449424169117,8.0,0.1102511985564915,1.6866608207089808
4.162310358543099,4.586262182902325,2.0,0.012218699230955088,12.0,0.11275639801133822,1.6495336085640777
4.183163816125917,4.5848012983715085,2.0,0.012161804755865369,17.0,0.12622188977300353,1.5622082637695092
4.129723279731803,4.542741952434692,2.0,0.008179361368613192,16.0,0.14723737589643818,1.4060846837731322
4.213222342178533,4.651179082109602,2.0,0.007808242114956343,19.0,0.15278475034945116,1.373158146203025
4.130433547360646,4.535420321239682,2.0,0.011474971306510928,16.0,0.15771340903267395,1.362708227085617
4.188391385874198,4.617544421185993,2.0,0.012800712656588775,9.0,0.10632287355341666,1.7203960058918353
4.189215296323654,4.5605192549697495,2.0,0.008946347556723189,15.0,0.13597966937696104,1.4842801949429263
4.137905562816069,4.570248341975177,2.0,0.01227837631509987,10.0,0.11410370985752147,1.6127300046137842
4.128444797999887,4.586939156607321,2.0,0.009450341365625503,13.0,0.1189497053965402,1.569920249183839
4.154014432638218,4.577067301339308,2.0,0.013536791084940325,8.0,0.10919777826720081,1.6977041532780883
4.148587987953861,4.577404950651519,2.0,0.010300296424022776,14.0,0.11292296609374414,1.6488597059294512
4.159895448605035,4.586504971575701,2.0,0.011428763974935086,10.0,0.10918654414137799,1.6923863006515245
4.150690380135235,4.585069593844922,2.0,0.012596371102789328,15.0,0.11590344149270218,1.6339831204932778
4.10046025342349,4.536831400221949,2.0,0.013851424788471678,12.0,0.09818858110929674,1.8779743279136467
4.171685891243821,4.566370418231551,2.0,0.010613422511846715,13.0,0.11069103681842879,1.6956428983682035
4.129865333257571,4.547048046077739,2.0,0.01189092120379942,18.0,0.1674130502969298,1.3368834885002738
4.130831297232797,4.555734496058238,2.0,0.01471617679166215,14.0,0.14526032250524734,1.3965635571779142
4.1477356667992495,4.570767908339772,2.0,0.013110712188675322,16.0,0.13763811293829403,1.4510771952818549
4.161969430081254,4.596904452937614,2.0,0.014844939282562919,7.0,0.10967866308846552,1.6703660627775672
4.152224558213534,4.563684576144292,2.0,0.013706913979028401,13.0,0.10211523154063952,1.8347150077452112
4.130802886527643,4.555962929311748,2.0,0.010419693204962777,14.0,0.10676442883243303,1.713950534153572
4.1648389113017785,4.603111539998609,2.0,0.012378521181433455,8.0,0.11004605970330375,1.663707540506664
4.13230865390079,4.540362133808185,2.0,0.011963182660527871,17.0,0.14745707373649175,1.4215102634276087
4.152309790328996,4.5574365042858656,2.0,0.010550630751449186,16.0,0.13245686120833244,1.5080194278961234
4.162139894312177,4.55298081334602,2.0,0.01371608536292282,12.0,0.10886939818984975,1.7169726006278252
4.1562020569350535,4.603844712029098,2.0,0.015238159354984127,10.0,0.1064102236120448,1.7213992134467002
4.160350019887494,4.5958455426918015,2.0,0.012631675429876976,9.0,0.11244535006825628,1.6355026562043333
4.120631854082618,4.560126676177861,2.0,0.009607085631599233,13.0,0.11152512712289595,1.6688841365853064
4.159014716745269,4.573866088778592,2.0,0.013530558940781923,13.0,0.11300781705760152,1.6635749820278192
4.130916529348259,4.57631818444217,2.0,0.009818091335920098,15.0,0.12593565364237747,1.5241601914112475
4.123359281777374,4.543388236667318,2.0,0.014239890632857799,10.0,0.10726386469273122,1.7426130573778904
4.148843684300244,4.5685341509343695,2.0,0.012369960461432794,10.0,0.10907498322416148,1.6969349413002162
4.1472810955167905,4.598940080767912,2.0,0.010751138217996004,14.0,0.11546528825677817,1.621299931869472
4.186203761577362,4.594011141072661,2.0,0.009926794903081682,13.0,0.12994505975766335,1.4914366199920346
4.146627649298256,4.571173405760048,2.0,0.010533948863963527,15.0,0.11620976413970024,1.618935761906449
4.175038354451957,4.59898979184199,2.0,0.011243284916242713,13.0,0.1054863068607566,1.746656423043809
4.163134268992557,4.598102276892654,2.0,0.010940119953579908,13.0,0.1188068974937334,1.5783525029792416
4.137110063071765,4.580455850141018,2.0,0.014144443934681866,6.0,0.10897104286190434,1.6916648524628748
4.153247343599068,4.56154566366013,2.0,0.011076052047024332,13.0,0.11355436660938922,1.6523622274420124
4.114978123757032,4.551264533168404,2.0,0.011017896258850302,10.0,0.10218079637875575,1.8259171247301922
4.134808795954315,4.568640255524257,2.0,0.012123095357473357,17.0,0.20383184449386238,1.1768557845024221
4.128728905051424,4.589408058309692,2.0,0.012979614056314981,20.0,0.1850994606749896,1.2910587735111447
4.160406841297801,4.596844906551958,2.0,0.01628234307743892,6.0,0.10754404422006188,1.7219128990132524
4.198704471844991,4.609491060140033,2.0,0.009553820211817887,11.0,0.11465294101518228,1.6304738788849609
4.188249332348429,4.612320478534826,2.0,0.010244569209417631,12.0,0.10891227906218737,1.712229718329508
4.131683618387409,4.541938115147672,2.0,0.009451061022785479,18.0,0.09460269246136255,1.9272867973369119
4.151798397636229,4.562662129537919,2.0,0.007026598190560618,15.0,0.13131891483682973,1.476191571934233
4.159810216489573,4.59147626425864,2.0,0.010613507507733821,12.0,0.10487004099490863,1.7564271566116394
4.123927495880448,4.530516725704838,2.0,0.009794099718526739,12.0,0.11322797449816939,1.6744234100353872
4.193675777032786,4.590011538903543,2.0,0.01080953871927226,15.0,0.11190497429934276,1.687154260370035
4.150718790840389,4.5904717946685345,2.0,0.010235204305410472,14.0,0.12145563536187845,1.5673857857297262
4.158957895334963,4.575507613156401,2.0,0.012845124168425426,14.0,0.10900628635321341,1.7126376646773103
4.191743849082334,4.626381020980157,2.0,0.009697928447258697,14.0,0.11005551328427846,1.6764659777921371
4.1543553611000625,4.582409500038743,2.0,0.011912933831156325,17.0,0.1560143711904594,1.3776417748897025
4.140661401215978,4.600169551353954,2.0,0.01048929757608541,17.0,0.12750125452963393,1.5059402626143628
4.126427637933974,4.547797799799926,2.0,0.012389917794347949,16.0,0.12977545214980363,1.5205973903055394
4.179811352917779,4.627154888265891,2.0,0.012302697349398373,8.0,0.10923145444636537,1.6696176976972406
4.182084209330076,4.617877414456141,2.0,0.01092503980364834,18.0,0.13043586731819773,1.507889146253318
4.131825671913177,4.563155225845135,2.0,0.012598725902364383,14.0,0.11635904877186745,1.637120538670962
4.171146087845901,4.625975988159215,2.0,0.010715387315615943,18.0,0.20058229850347026,1.207200268029501
4.137308938007841,4.564584071830622,2.0,0.01190346945364007,17.0,0.10500117693979089,1.770000796621974
4.1803511563157,4.605072377043575,2.0,0.007855227863781788,15.0,0.14094143106221949,1.4288841815101978
4.187397011193818,4.6041925264686725,2.0,0.011834011799896405,12.0,0.10328946660037559,1.7821865408034898
4.177538496505483,4.586280274649365,2.0,0.010948797155834411,10.0,0.11092424485502769,1.6735121078506379
4.16108869822149,4.610200939056732,2.0,0.01034841354724575,12.0,0.12032117119030585,1.5414875036251188
4.135689527814081,4.554304376929998,2.0,0.01120680243694333,14.0,0.11046806680351454,1.6605400652646085
4.1306324222967215,4.547778918143275,2.0,0.010624807594894703,9.0,0.11283493821972412,1.6455940678890322
4.12486504915052,4.562905829797146,2.0,0.011260339433990796,10.0,0.11620093542154314,1.5965382755930453
4.1463435422467185,4.580929944333569,2.0,0.010045214662187885,10.0,0.1149505842050427,1.6074763631949434
4.173333712142735,4.5920065927087315,2.0,0.011390910122649256,12.0,0.10683076884566314,1.7307020680629703
4.198960168191374,4.610758787309756,2.0,0.011693929760224264,8.0,0.1100295062154732,1.6745842706279805
4.144383203591113,4.5741246361752,2.0,0.01078259459779174,16.0,0.12908705085089311,1.532083261749544
4.151713165520769,4.592725343200484,2.0,0.007978725803864106,13.0,0.11914993594801115,1.5655471755044505
4.1706915165634415,4.586896370384362,2.0,0.011345931243266605,14.0,0.12208469339113334,1.5504883711840525
4.1304619580657995,4.5401809171692,2.0,0.01373644842309793,12.0,0.10688098701907031,1.7425156804114297
4.144212739360191,4.574111380182979,2.0,0.01363722420008151,8.0,0.10907429948044992,1.688438210578186
4.154099664753679,4.557236067444643,2.0,0.015002314204755618,14.0,0.09233323216942517,1.9876128236863355
4.158190806295813,4.6024621588316235,2.0,0.012218775779516688,10.0,0.10466022387347798,1.7593753858762453
4.146144667310643,4.573099637330554,2.0,0.013053699867301982,17.0,0.1453027805339099,1.463870178246736
4.154014432638218,4.553044523964478,2.0,0.01073591212834657,14.0,0.1077358228594718,1.764484181292985
4.155974771293823,4.570904416300289,2.0,0.010999675706934497,11.0,0.10359815481661944,1.7890272447207527
4.160889823285414,4.571402200485632,2.0,0.01224076225037074,17.0,0.12305358570536518,1.6225335804451275
4.166884482072845,4.5869807153968365,2.0,0.013186588023278545,13.0,0.12019116562927759,1.5763985658593203
4.134268992556395,4.567502453408128,2.0,0.009380608571723459,18.0,0.17298410765807837,1.3081053619524017
4.191033581453492,4.627389786980062,2.0,0.009576321520200048,18.0,0.110667333345179,1.6910473245144184
4.171004034320132,4.585890501349096,2.0,0.01191239993104104,19.0,0.24317360901801627,1.135399009376629
4.186175350872209,4.6247167263843565,2.0,0.011651086521489606,12.0,0.10683246911863287,1.7179182375362474
4.179527245866242,4.620640660437282,2.0,0.011726451752742673,16.0,0.08638371745539972,2.063418897355219
4.176174782658106,4.592016025233018,2.0,0.010403593244171727,10.0,0.110489815118236,1.6686516886887115
4.16338996533894,4.598621455207306,2.0,0.01197921077068409,13.0,0.10604895319158315,1.7276794878236512
4.133416671401784,4.539337802397459,2.0,0.010252560185380899,14.0,0.10183969214630742,1.7879666890776815
4.143047900448889,4.57466034772427,2.0,0.013234147503282778,14.0,0.09831150830605154,1.8414737473728575
4.201659185180977,4.6252991607430545,2.0,0.012394782235530338,11.0,0.11759856936162669,1.572892775362458
4.103727484516166,4.535696285739005,2.0,0.009324111447867711,20.0,0.16058909511776598,1.3881978252886835
4.189243707028808,4.626011092258927,2.0,0.014060255962453222,14.0,0.10008235816293047,1.8292893171100806
4.111994999715893,4.5342372890456835,2.0,0.011142727607182046,10.0,0.11399213102951189,1.6287397045051173
4.122620603443377,4.565764591351651,2.0,0.008862272547415145,14.0,0.1228056985245756,1.5477162977620638
4.172310926757202,4.552245263026454,2.0,0.01310170607965,8.0,0.1109287537303886,1.6821194264583061
4.171685891243821,4.595859506393977,2.0,0.010733369089273692,20.0,0.1764455005295067,1.2902757946917798
4.18012387067447,4.582209942079327,2.0,0.01088815127927667,19.0,0.09887194262796234,1.8579954974481807
4.18373203022899,4.628996001516841,2.0,0.009478083785214864,16.0,0.10869807567515778,1.7036230846853906
