mean,std,median,D,xmin,KL1,KL2,alpha
3.691573384851412,20.370070234758565,1.0,0.012389655602910485,0.11735092961622051,0.0011511789833938521,12.0,2.5525016246576735
3.6016819137450993,14.323601700318822,1.0,0.008863535640799114,0.06882625202321505,0.005726622666995388,9.0,2.5432985207789924
3.353059832945054,9.284438237281588,1.0,0.009953999979615769,0.03502771920092252,-0.0014718146834921183,7.0,2.6499536915766626
3.409909653957611,9.969397209361016,1.0,0.007824424658274043,0.034753806958398366,-0.0015693703877436836,7.0,2.5951307411441302
3.5739246548099324,15.191694354604397,1.0,0.00748174632150711,0.04072522002884971,0.003723084935666814,7.0,2.5645483762533345
3.4917324848002727,12.015832186828645,1.0,0.004603665278364866,0.05644962524761644,0.0018435577963137695,9.0,2.6274164474208974
3.415449741462583,11.079233462955447,1.0,0.006538335695922881,0.04528695567104432,0.0013577999559774476,8.0,2.6114243140087687
3.549178930621058,13.757664101570885,1.0,0.008255963212570716,0.039913946054211426,0.004660785616248068,7.0,2.571087000179821
3.5928177737371443,18.758516269131572,1.0,0.010771101413295514,0.041502674520903574,0.0014507593843982396,7.0,2.5989725200954847
3.7088755042900163,17.82228329008491,1.0,0.009859710698796709,0.07284838017994498,0.00286228562391818,9.0,2.5295474888287455
3.4781237570316494,11.800559936785355,1.0,0.008061672000028608,0.03720590322345143,-4.4606565469324996e-05,7.0,2.591621288106686
3.4547701573953065,9.680423244056058,1.0,0.01195493906412054,0.036450716405961744,0.0034054413054309656,7.0,2.5895750115683325
3.5425308256150916,17.66916470966917,1.0,0.009384401725374636,0.06864728261559393,0.002819686156753085,9.0,2.6147903980979086
3.5036649809648277,12.598165061581133,1.0,0.00809702530161871,0.03846987102690358,0.0011080273366654153,7.0,2.5687419316723297
3.507727711801807,13.007104448140936,1.0,0.009356135258600018,0.044160152368225576,0.0018710475776964244,7.0,2.5627982165439027
3.437098698789704,8.658184128890483,1.0,0.009352697414447997,0.05031533036189299,-0.00024721290293972604,9.0,2.5949526666492226
3.525825330984715,14.3092444031791,1.0,0.008069631746503547,0.0417510721951046,0.002785731038798436,7.0,2.578226946143592
3.671941587590204,18.424975228903012,1.0,0.011960923831931258,0.08409795827712016,0.00651643352018425,10.0,2.5352612524791045
3.643701346667424,17.827296711979383,1.0,0.01091552730211276,0.055423508013570724,-0.0011289600524134736,8.0,2.560224318209733
3.4687766350360816,13.533314834837322,1.0,0.006991147599950759,0.07089622815686825,0.004431278765815584,12.0,2.663570908190919
3.4795442922893347,10.72384870615568,1.0,0.013909090820327763,0.041339669675406907,0.004961771436753093,7.0,2.570375800113541
3.4350531280186374,14.863128242526109,1.0,0.009346593749860133,0.03937968115322226,0.004374359020683531,7.0,2.62638469955654
3.5604863912722315,16.315702079262532,1.0,0.012261845894192352,0.06347613806236768,0.005546829896390909,9.0,2.565715285638727
3.572134780385249,16.722110097967516,1.0,0.006911425578940977,0.039479539495435034,-0.00047959317120516626,7.0,2.588502714252746
3.6569407352690493,16.275827695501597,1.0,0.008885205522630862,0.05942594330574933,0.008171827141780651,8.0,2.5154586626857487
3.5686118529461903,19.592362498873495,1.0,0.0071572989228266826,0.04079727805857459,0.00037127488635918353,7.0,2.62034505664283
3.538581737598727,14.744449941580966,1.0,0.00722504318225381,0.037353397327661936,-0.0001419431333002052,7.0,2.571554075478052
3.483436558895392,10.526173336892068,1.5,0.008633343404598204,0.04502110871466889,0.002159635159514934,8.0,2.5914814702598914
3.5642934257628274,15.57045103738579,1.0,0.007697300789293204,0.09134626734656251,0.004228522418551496,11.0,2.5475881805119727
3.442411500653446,10.13189450824788,1.0,0.005705755491553055,0.035835250267511456,0.0010435868212312332,7.0,2.5993418263211447
3.4048241377350985,8.412957093747524,1.0,0.004488045309773536,0.03555129529941843,0.002271585732106819,7.0,2.5835324399903397
3.5162793340530714,12.65279384159427,1.0,0.00839040286071957,0.06575666324396062,0.0023837704800151634,9.0,2.587053061934293
3.4394567873174613,10.422067008078907,1.0,0.0061820580106861645,0.03647947051328475,0.0009375146900655235,7.0,2.6086820412459817
3.477527132223422,10.151113651089627,1.0,0.00392619937084282,0.04725557890123911,-0.0014108408684707441,8.0,2.567088401297787
3.3948235695209954,12.368892105893,1.0,0.00793083855297727,0.033893982004049264,0.001082447299661492,7.0,2.6060792391669247
3.495425876470254,13.985258003812788,1.0,0.010419980103054671,0.036229415896562596,0.002079043723302374,7.0,2.577093307877665
3.4993465537814648,13.7221392108575,1.0,0.006466659342728831,0.04041005477236735,0.0025623666542455496,7.0,2.5946584669356776
3.4624978691971133,9.764369776452321,1.0,0.0041235339011178596,0.03479695041033378,0.0013165927362295713,7.0,2.574835608365854
