mean,std,median,D,xmin,KL1,KL2,alpha,lambda
3.239132905278709,5.758823631145934,1.0,0.01803836501979961,0.09957847637898083,0.025647610662636402,19.0,1.0889167983748531,0.03799090912089838
3.2646741292118864,5.976511156335527,1.0,0.015215134258052654,0.06551894870901481,0.01655464437553534,17.0,1.2640168264190017,0.034340101261186314
3.3064378657878284,6.011081214606028,1.0,0.013342795819271893,0.060450245711191876,0.01167774541848697,17.0,1.21123534590894,0.03520879031630352
3.3165520768225467,6.283265869689517,1.0,0.017620310427131997,0.09688644796829617,0.013306354386460276,20.0,1.6889048943115372,0.022182628728932587
3.2751860901187566,5.847753404986942,1.0,0.02457643633130357,0.03560609646933581,0.009103123338177586,10.0,1.7115058655280493,0.027116826941740158
3.3230297175975907,6.080191126535755,1.0,0.013803390482184595,0.0718257382876867,0.028394209413017887,17.0,1.0000968899020948,0.038644158990843634
3.2950451730211943,5.9395618732587465,1.0,0.02046913115197357,0.042647752835545664,0.0197533952622802,10.0,1.6828882953347906,0.027419040431644427
3.2572589351667713,5.795704474992046,1.0,0.018054611330567374,0.09876950318878457,0.011137546010207605,21.0,1.4023194042197642,0.033082955421746434
3.260895505426445,5.747245531547117,1.0,0.01830086853250701,0.10672524457593303,0.009959275938436605,21.0,1.0192324963589643,0.04128741727648028
3.3072617762372865,6.039267596972902,2.0,0.02100715069804822,0.09969651035554672,0.018369830611043258,21.0,1.3331924889068176,0.03173313176364012
3.292772316608898,5.867903949256062,1.0,0.01706140042814186,0.10229633357427967,0.02778583971492887,24.0,1.0000526234072205,0.0414950502489336
3.3153588272060914,5.984105690142073,1.0,0.02307741939232799,0.07214450482714238,0.00955030053481678,17.0,1.000019310264435,0.03826975273908794
3.252770043752486,5.8574901672764375,1.0,0.027093238926968244,0.12767305430823556,0.0407683623531382,26.0,1.0001126284753328,0.03887216246961267
3.3032558668106144,5.993829447431924,1.0,0.019389963155101664,0.09794443417751156,0.02991611083169546,22.0,1.0000144550359096,0.038050845939860425
3.280612534803114,5.801882320122748,1.0,0.019900654118666816,0.05234708746092761,0.0130169992126732,15.0,1.8457883665414092,0.025159963822352315
3.2765498039661343,6.0065121397349275,1.0,0.01597894314679077,0.10627963107918538,0.03208971724481482,23.0,1.0000081865272037,0.03534633502737134
3.299619296550941,6.152230551661581,1.0,0.017301268398126738,0.09689290038743928,0.021374957692039658,21.0,1.2064608896509812,0.032196800688349334
3.3035683845673054,6.1664216761099535,1.0,0.022040965324444658,0.09064324134296772,0.009942212327606646,21.0,1.0000282889730232,0.03471742628551547
3.2503267231092674,5.802890929040908,1.0,0.023588095724550118,0.18544519792650696,0.04097462079165158,37.0,1.000071214451177,0.04291484779600417
