mean,std,median,D,xmin,alpha,lambda
2.135388739946381,1.7617189910155497,1.0,0.009808320609870025,4.0,1.0000021202651745,0.36180850203359816
2.1280160857908847,1.7575095344880252,1.0,0.016027449884085165,4.0,1.0000006049655332,0.39253520831622657
2.1199731903485253,1.7789212622232862,1.0,0.021866476937865642,3.0,1.0000253270387693,0.3423542725083224
2.1494638069705094,1.8040150281747693,1.0,0.01217486997984396,3.0,1.0000038195629464,0.32279561213770913
2.2319034852546915,1.9535081171766993,1.0,0.011813945316625718,3.0,1.000005528526041,0.2984349035883851
2.1729222520107236,1.9069131427261263,1.0,0.009348215863205556,4.0,1.00000008657635,0.3014480215214154
2.0978552278820377,1.713319750908559,1.0,0.019270303695058444,4.0,1.0000014160117177,0.40046691793202893
2.168900804289544,1.9030519085321131,1.0,0.023257175168449717,2.0,1.000001375458054,0.2864946559617096
2.217828418230563,1.991638985166564,1.0,0.03337893365879041,1.0,1.0000000327137144,0.27465894709120897
2.1749329758713136,1.794268222410687,2.0,0.022407984912848233,3.0,1.000002517314435,0.32279019594130065
2.2084450402144773,1.8571962769331862,2.0,0.01792327441460484,4.0,1.0000063199828901,0.34628650289793844
2.1849865951742626,1.7372561066178958,2.0,0.016308849210294518,2.0,1.0000038535618518,0.3362567391744472
2.1199731903485253,1.8385805806545612,1.0,0.022895089595411422,3.0,1.000011166999332,0.29835245581123193
2.205764075067024,2.032218776641844,1.0,0.025203316145062882,4.0,1.7812242198609949,0.19299970441210218
2.1320375335120643,1.8249441957567054,1.0,0.025977146104929683,4.0,1.000004001508798,0.3045923421329622
2.1461126005361932,1.8744342226073019,1.0,0.019651250123996045,4.0,1.00000326055513,0.31230323523474574
2.1199731903485253,1.9527812019972273,1.0,0.03128584953500069,3.0,1.6460044925550954,0.20229114253448255
2.183646112600536,1.9576071740658434,1.0,0.014448284555965363,6.0,1.0000197833185918,0.3199479305056363
2.175603217158177,1.9709675562979025,1.0,0.03941186730274049,1.0,1.0000011156080646,0.28574355463692636
2.1695710455764075,1.9686038597139537,1.0,0.030206978079109215,2.0,1.0626451044035945,0.2862921183846581
2.2218498659517425,2.0531750888046996,1.0,0.029026591936220925,7.0,1.0000007823162562,0.23399116192882444
2.25201072386059,2.0954508315760023,1.0,0.03538669312482501,1.0,1.0000014612139518,0.2669312712489396
2.1816353887399464,1.9289971574054918,1.0,0.01947972120832392,5.0,1.8680874492851804,0.22872389038281044
2.242627345844504,1.958717521823344,2.0,0.02251548077191934,3.0,1.0000242177406182,0.30057693213124664
2.1561662198391423,1.9000870007556683,1.0,0.015755991680539205,3.0,1.000008123961126,0.3078861622351705
2.197721179624665,1.998436428356962,1.0,0.030560817657401707,3.0,1.0000725848360963,0.288968815113797
2.21313672922252,1.9529009356378113,1.0,0.02019033301209683,2.0,1.000006143988136,0.2878198406146019
2.2084450402144773,1.8869123097467437,1.0,0.01846271970268465,5.0,1.3136788789961469,0.31372011926009563
2.223190348525469,1.9263722197215396,1.0,0.0102989935406963,4.0,1.0000073214663385,0.31530308649284766
2.1300268096514747,1.8304057621120329,1.0,0.018317011309696596,3.0,1.0453926147592765,0.32567193010273837
