mean,std,median,D,xmin,KL1,KL2,alpha
4.207000397749872,4.732985668209174,2.0,0.012315737255975456,0.00935045788291855,0.0002437930593099149,15.0,6.401605500296246
4.217199840900051,4.774042295010081,2.0,0.015447496927011306,0.012989674403916351,0.007114976796124266,15.0,6.511008367528833
4.166515142905847,4.691042802126184,2.0,0.02071072686309533,0.026107273949818162,0.008963102823690372,17.0,6.513879303467135
4.241831922268311,4.819462145550854,2.0,0.012546172071453865,0.014755903367594156,0.0033497085073314523,15.0,6.330810199829144
4.185209386896982,4.724718203270227,2.0,0.009249185662948634,0.051555854237608986,-0.003933590470880233,21.0,6.525022255920224
4.233195067901585,4.770224423455918,2.0,0.013758447108817462,0.014470069317752002,0.004046458161899598,15.0,6.5169542860997645
4.203619523836582,4.737305234046399,2.0,0.009971203379845583,0.018486693879671733,0.0015955147242528805,16.0,6.481044306178073
4.236235013353031,4.791228424765852,2.0,0.018318897233441267,0.011831765849370159,0.002962476385377705,15.0,6.442112226580363
4.178135121313711,4.731416594867347,2.0,0.013865304851826465,0.013473375254515372,0.005790174051434395,15.0,6.523217518123199
4.192766634467867,4.744632438163085,2.0,0.015545742659563766,0.013199354251160072,0.0019728381659632095,15.0,6.3828767045211325
4.176941871697256,4.722794746334904,2.0,0.011298079060378496,0.034296905234362476,0.0035951948263382946,18.0,6.015317963986665
4.237598727200409,4.796222381109266,2.0,0.01623243216403103,0.048061334777611125,0.01432442256549433,21.0,6.429854193302654
4.179470424455935,4.713097417832433,2.0,0.007921510840572354,0.010293241256073941,0.0023465876511601477,15.0,6.319743188441739
4.2043013807602705,4.784384072145228,2.0,0.010465290265629035,0.01365362230226648,0.0013323821555903121,15.0,6.385916567589964
4.225893516677084,4.814447004166955,2.0,0.012260077400987113,0.019810399167911642,0.0003325034513565008,16.0,6.118192752866787
4.223989999431786,4.7679670060849055,2.0,0.009624962591918473,0.012605757564432949,0.0016854216306451883,15.0,6.171634403217172
4.200863685436673,4.739014840166706,2.0,0.008444812404896584,0.010481458614257467,0.0020459744118974444,15.0,6.411604467589096
