mean,std,median,D,xmin,KL1,KL2,alpha
4.19270981305756,4.72856577815845,2.0,0.016620222845115662,0.016400384730921373,0.0061288995609235265,15.0,6.513875035634334
4.1739303369509635,4.706389209808707,2.0,0.010210315666073222,0.014260064497315072,0.003283639970173547,16.0,6.518528029155321
4.192993920109097,4.722614231952163,2.0,0.00799247140485071,0.009876498183425843,0.00014564726305399983,15.0,6.394049518822594
4.226348087959543,4.74574189799378,2.0,0.008863519822175259,0.010135104083887276,0.003771214611315934,15.0,6.465269929639657
4.234132621171658,4.786840806619618,2.0,0.008063247791910921,0.01074824875891143,0.0040184545263546095,15.0,6.559863445443592
4.147337916927098,4.7043082484515315,2.0,0.007376289867724761,0.011875929825128492,0.0013215559962957727,15.0,6.494218485288651
4.221944428660719,4.773285444888643,2.0,0.017857403425710072,0.01108592517780127,0.004255678024378701,15.0,6.434380045824079
4.208193647366327,4.722170132415582,2.0,0.006932162150324328,0.012847737273527643,0.0014302684788073867,16.0,6.375205172292548
4.186601511449514,4.757182556541811,2.0,0.0060717339439660956,0.02014476113323948,-0.0001891091909303234,17.0,6.441893856936718
4.2007500426160576,4.745412072795693,2.0,0.008352621954293094,0.013215761664209832,0.0014098087082764096,15.0,6.4591253641912365
4.206886754929258,4.717255424502941,2.0,0.01024266518571526,0.014798277894372039,0.00543980231150237,15.0,6.470171046487015
4.220381839877266,4.726497410704703,2.0,0.015208004971430933,0.025406076731019623,0.0026436066476542273,17.0,6.436471261150113
4.180635263367237,4.770610305084609,2.0,0.01213766514753345,0.013177453332957013,0.0051498763718727915,15.0,6.339091457152856
4.186004886641286,4.69091613518864,2.0,0.019091793351349584,0.01858598128129263,0.007405859829729237,16.0,6.779514318294369
4.212057503267231,4.738599091258853,2.0,0.012101744062048947,0.010968991802927779,0.0048251598982152425,15.0,6.456202020579955
4.200835274731519,4.74206954571763,2.0,0.014614207846224359,0.010213396756737905,0.003673018502602894,15.0,6.548955891072781
4.205182112620035,4.74153893304349,2.0,0.010564994108489434,0.013050342843934328,0.0045662065142249,16.0,6.6754835694686525
4.182283084266151,4.709929183617579,2.0,0.00868898631970072,0.011443392998151404,0.00048301733557755465,15.0,6.523019807172797
4.23046764020683,4.756197181423063,2.0,0.008815531282726718,0.01709396501770206,-0.00019160966819465664,16.0,6.4604195293300055
4.204358202170578,4.726892774095363,2.0,0.010031847306856911,0.014133105379601708,0.0016880237510742534,16.0,6.404565345981731
4.222427410648332,4.7385763469465845,2.0,0.009464688491713114,0.01606046382125408,-0.001153002982431351,16.0,6.312628753187091
4.203278595374737,4.754333397203752,2.0,0.016697934472750697,0.021352047017747372,0.013506174340049571,16.0,6.346815909989319
4.259844309335758,4.812719264427228,2.0,0.014475772053270886,0.023763971379708346,0.007006322476156957,17.0,6.384041643754997
4.217313483720666,4.766288472219803,2.0,0.011659921565248421,0.011634825994005086,0.005035513313677209,15.0,6.478635173626476
4.198306721972839,4.749667864495284,2.0,0.013752069250860921,0.10530061681157057,-0.017709105994618505,22.0,5.9548930497299954
4.222285357122564,4.7392874448137645,2.0,0.014908181911401308,0.020900210577352474,0.0035405880462529233,17.0,6.251079872956275
4.172424569577817,4.686011802248085,2.0,0.008364839260068258,0.012471868599206883,0.0031897627366028326,15.0,6.5445755804585675
4.211404057048696,4.756273329543403,2.0,0.013553728185963343,0.013038377629807358,0.0030700621534736497,15.0,6.515190954215207
4.232740496619126,4.791432059291705,2.0,0.008541059966713282,0.01073601280366002,0.004501690895217283,15.0,6.363404721711285
4.2363486561736465,4.7560847875209475,2.0,0.012862911785841313,0.010945960191985609,0.0044459072485143305,15.0,6.493953820730174
4.216262287629979,4.785268614390895,2.0,0.009441406494932414,0.010427348109628663,0.002177222710106246,15.0,6.266190308434128
4.216233876924825,4.789432974656417,2.0,0.010351021170050267,0.03665926287226687,-0.0011337888620566554,18.0,6.278614944982074
4.251122222853572,4.767774143607642,2.0,0.009758168250616484,0.012464235603947884,0.007217435418667411,15.0,6.551196439019343
4.269674413318938,4.8217627778473044,2.0,0.007063487195254514,0.010399494297753506,0.00224979831722042,15.0,6.408631337126784
4.194528098187397,4.709014010075895,2.0,0.010806580515025865,0.013267640506593202,0.012217136414027847,15.0,6.548304076374427
4.231405193476902,4.802450640284637,2.0,0.009371942628398688,0.009888429288281283,0.0027044226178704104,15.0,6.357419374564167
4.204045684413887,4.758162317485638,2.0,0.014080916263669918,0.014807357772500189,0.0026455510735752755,15.0,6.497390461288032
4.184555940678448,4.757316102362128,2.0,0.01214558443251501,0.011325941869789346,0.003028955207652914,15.0,6.328467361499613
4.20552304108188,4.7615009990892485,2.0,0.014391725629982532,0.013023151687007722,0.006338560708753195,15.0,6.3449555742901635
4.174299676117961,4.724249304693582,2.0,0.010923920939927778,0.01011377009765856,0.004532510674821971,15.0,6.411590206473828
4.22938803341099,4.8398815782071365,2.0,0.013906909978436133,0.02299773347741304,0.008019171187650505,16.0,6.313271778937364
4.165804875277004,4.689938316706188,2.0,0.005854899541554159,0.010943504161818999,-0.00040068233418942903,15.0,6.504841023337055
4.233024603670663,4.768088172024761,2.0,0.022515217152860312,0.039565197368899116,0.006810428413094043,18.0,6.038504482999163
4.191317688505029,4.715900768717467,2.0,0.009509520447329112,0.012673070369692226,0.004384634275142716,17.0,6.775741690506714
4.213108699357918,4.7897747252313,2.0,0.018612953273268285,0.0252252240850276,0.008744616937889008,16.0,6.163833030389982
