mean,std,median,D,xmin,KL1,KL2,lambda,beta
4.143019489743735,4.526685464764452,2.0,0.01335464558034627,0.0215570570661969,0.004672357046746596,21.0,3.9780035548676524,0.6385899983422276
4.20092050684698,4.59037169593309,2.0,0.014815807120235558,0.005892698147189326,0.004815593803322469,14.0,0.09197347746728222,2.1314453512249045
4.078555599749985,4.504058671126133,2.0,0.014433047250185682,0.004309509791221914,0.0011287260075241608,15.0,0.09007311896178646,2.2297171158626634
4.187595886129894,4.5752923744272,2.0,0.010923022870409138,0.0053281721434150706,0.0028203110062539885,16.0,0.11432558476267424,1.7531052890104304
4.111483607023127,4.526781171983323,2.0,0.018436167109616375,0.01084743003884934,0.006639874224204312,19.0,0.122527145977711,1.7859409857435509
4.1782487641343256,4.591790588102188,2.0,0.015080410421657586,0.003231920353743016,0.001786119378343741,11.0,0.09577112102834923,2.0214385111087587
4.114523552474572,4.527128910775785,2.0,0.012709709261451652,0.004227740658226953,0.0032764218315986357,15.0,0.11617152571547638,1.7401860854547437
4.121768282288766,4.532857300302627,2.0,0.01721577756263515,0.0021311630717913387,0.000553113851888545,14.0,0.08513079412460187,2.326953813815447
4.185720779589749,4.575188793821978,2.0,0.01310797717686818,0.004038583037683893,0.0029353839272327265,15.0,0.10056424308196837,1.9730586619598207
4.15702596738451,4.566642969348132,2.0,0.015890224627881755,0.007520152863882949,0.006397313283941818,18.0,0.09299774633875314,2.176621738768734
4.136968009545997,4.5164329799623495,2.0,0.01369599397601129,0.004771856669453244,0.003866877917264485,15.0,0.0962288303791926,2.083426013174617
4.116966873117791,4.492328718272002,2.0,0.015251363242827831,0.007788282868889176,0.0054904093545293745,15.0,0.10323272801889369,1.953107802828851
4.123728620944372,4.524450943486212,2.0,0.016720180511333227,0.00723202492893786,0.004326766629874552,18.0,0.08248435428970685,2.399630724774731
4.200210239218137,4.599396042775575,2.0,0.020024069020402768,0.047243668580428486,-0.01931358660798239,24.0,0.28796152798532804,1.335276075874138
4.1890448320927325,4.62271084195855,2.0,0.014577998432630856,0.003907908008307663,0.002211043071449408,13.0,0.09473117114497304,2.0360487873782143
4.117904426387863,4.505215697614261,2.0,0.012590030233861571,0.009116999684925886,0.006848310504738481,20.0,0.12314257375052778,1.7445427233398687
4.172566623103585,4.551639518473864,2.0,0.014873048951691226,0.007628766418592297,0.004573145548894878,16.0,0.09404078903735241,2.118969340354946
4.113216660037502,4.510746402141299,2.0,0.009416410398782271,0.006326069004235377,0.00035981968051300006,17.0,0.12958943694908165,1.6764250590953318
4.1264560486391275,4.506002159488944,2.0,0.01460488207536742,0.017881349248139878,0.007916325247987294,21.0,0.11186688993543384,1.9105096502211092
4.14574691743849,4.525236287905505,2.0,0.008155379320600509,0.012583642437939177,-0.00543365304892001,18.0,0.1703797627773031,1.4326678154544403
4.158759020398886,4.564352118513267,2.0,0.014415749413584922,0.0035860439323791497,0.001740224159383491,13.0,0.09652764228608361,1.996402809832432
4.168106142394454,4.570570683074781,2.0,0.01241854969742373,0.004469914403952276,0.0006535183403252641,15.0,0.09723853660000409,1.9815742969303753
4.139723847945906,4.555230317879545,2.0,0.010754763551597324,0.014108973439422927,0.006564323297051678,19.0,0.10564620721730543,1.9378941971901722
4.202397863514973,4.588468208768428,2.0,0.014543473983563815,0.002892699016301867,0.0008705413039633953,14.0,0.08845317730636788,2.2583463597284226
4.145633274617876,4.554739586719838,2.0,0.012997299197245016,0.008413603048138128,0.002330301178001436,17.0,0.11044430745675082,1.8055604282032567
4.145150292630263,4.532704760141455,2.0,0.014644690528435755,0.015682604846737263,0.010962269225894371,21.0,0.09135120869732481,2.282298805176084
4.152423433149611,4.551381778301633,2.0,0.01708813897146111,0.007940641343497855,0.005909442260764436,18.0,0.10701556442691046,1.9294826922266215
4.176572532530257,4.561278517168842,2.0,0.015984343671674672,0.0035076019873367826,0.0021308303862726113,14.0,0.08650551598585843,2.3154618149946185
4.132280243195636,4.53677294389581,2.0,0.014482413255511473,0.004608368512263605,0.0031177516273936555,16.0,0.09430017604854975,2.0642965506153628
4.154781521677368,4.548208072039929,2.0,0.009608814215451567,0.011332046375846656,0.0007383727233513646,20.0,0.1673731257957915,1.4300646188097323
4.152167736803228,4.573723205745286,2.0,0.017400565533212564,0.02828919445589488,0.017932576531736036,23.0,0.12788102094171305,1.7754665626630557
4.155321325075288,4.556062936472847,2.0,0.016694560984345297,0.011714070783539976,0.0057770739681847275,17.0,0.15006513334509325,1.5145504118298123
4.109693732598443,4.514050746528711,2.0,0.009961861731430321,0.009655498560935689,0.0019393635524869942,17.0,0.1519586125644738,1.5085550790015736
4.142081936473663,4.553451226292273,2.0,0.007432024894196088,0.007347261781893023,1.6488357308257684e-05,18.0,0.12437393771262442,1.6791604308284915
4.149781237570316,4.542037280432882,2.0,0.017957520452156928,0.0028607734176516308,0.002265363347418783,14.0,0.08829639851034239,2.2773482618055354
4.162594465594636,4.553395145283765,2.0,0.009870484875527441,0.011363272541057791,0.009431321909797376,20.0,0.15619214369105788,1.4993555072720803
4.152480254559918,4.54687700844953,2.0,0.01588327746866658,0.0036083193866994867,0.0024774146104323746,11.0,0.09702562124701551,2.0310342850868484
4.129268708449343,4.519499039263113,2.0,0.009744767492167794,0.026687759736686325,0.0014063969381270163,21.0,0.3192514694990014,1.097931139686866
4.149213023467243,4.540003868612576,2.0,0.013639591103556836,0.016206949021758434,0.000574349388100102,19.0,0.12893228817087526,1.694447862447501
4.180578441956929,4.556812371768556,2.0,0.015935523792648065,0.005716512937537407,0.004243512974407632,15.0,0.08937181251590451,2.244426454958322
4.089607364054776,4.504215053324877,2.0,0.010658018171072758,0.015839618327717197,0.009197904764122203,19.0,0.14230186590889293,1.5536889296224383
4.171572248423206,4.559531892134931,2.0,0.010067754825639375,0.010005027726265384,0.005541231008918183,17.0,0.17461426260477392,1.3856496155817715
4.1561736462299,4.544570373316226,2.0,0.008511316541148062,0.008299685073338784,0.0013375285341561353,20.0,0.20013712749041274,1.3722950781827086
4.131910904028638,4.542969764888621,2.0,0.016124496410276135,0.0012027362248212797,0.0010556852368290663,10.0,0.09263430929466793,2.1436355363449806
4.16239559065856,4.563738630822896,2.0,0.013736187436078628,0.012550980799866227,0.00399333722736115,19.0,0.16329930061407072,1.5055519012860437
4.164213875788397,4.555442386674763,2.0,0.01355554895789901,0.0023305052367515893,0.0008755784109729219,13.0,0.09509697623101367,2.0448093384592387
4.147764077504403,4.544951595535922,2.0,0.010924341225741208,0.004032461615036229,6.265905235626457e-05,14.0,0.10069769888836808,1.952298581175568
4.141741008011818,4.529445599559883,2.0,0.01568037294267488,0.0036723933493145915,0.00125947722742722,14.0,0.08900417198561954,2.2678352046989367
4.170350588101597,4.544032907735967,2.0,0.017718113982529093,0.01780449484558303,0.002795900487364939,19.0,0.15835765083670367,1.5574595447111221
4.134354224671856,4.545374021143736,2.0,0.014228689081449253,0.011158907784240857,0.008569593487215562,19.0,0.1077429188250576,1.901955476582088
4.146286720836411,4.560643671600846,2.0,0.01620921445302148,0.005902270982447199,0.004838792932361219,15.0,0.08929095305005422,2.200272827327905
4.113443945678732,4.520712722908501,2.0,0.01164543241650079,0.0065467611380674124,0.0020474522661880854,16.0,0.11928901034077799,1.7014469713784177
4.1557474856525936,4.559585843712899,2.0,0.013604755663317092,0.005835044961861298,0.0029925240284871227,17.0,0.10159396818093254,1.9755039433256112
4.185862833115518,4.588412382648572,2.0,0.013991696608918414,0.00251853574588455,0.001644382115304672,13.0,0.08720992437668043,2.307244019673515
4.2073697369168706,4.620095983802357,2.0,0.012525164575457604,0.013799614318990776,0.0027727519671980204,20.0,0.19133269164464328,1.3806754193853328
4.124353656457753,4.517948824891936,2.0,0.014581178731376543,0.0021130587778978903,0.0009178846567210863,15.0,0.10006136377981778,2.0221777640295344
4.122989942610376,4.500742015515016,2.0,0.011611468100834132,0.0037408671187612683,0.00043355430102703284,16.0,0.10722517599529605,1.9192797018127208
4.154866753792829,4.54044968203649,2.0,0.014174421576368834,0.008640028165832854,0.0036045170088949137,18.0,0.09246197826049538,2.2127387646330576
4.127194726973124,4.538818525416442,2.0,0.013522255443815911,0.0022134389807378888,0.0003243475125058587,13.0,0.0958967558549074,2.0338108575377802
4.159497698732882,4.53686210816366,2.0,0.01593861942073438,0.0028879305343900413,0.0015095925279153166,12.0,0.09209419052957601,2.154758222151112
4.198647650434684,4.619227755947402,2.0,0.009518217905999937,0.014698518907212821,-0.001928852733234022,19.0,0.14599185602650783,1.567295745168737
4.180805727598159,4.55602394394299,2.0,0.006832562806064146,0.007810576142349281,-0.0006444259195398836,18.0,0.12658140159798176,1.6454502997635987
4.186686743564976,4.601045523005428,2.0,0.01776841123238415,0.002769554815279104,0.0018061595972203555,10.0,0.09075160996169976,2.170267906125121
4.14489459628388,4.559376618914468,2.0,0.013319890723088701,0.0047667504175196536,0.0006525484321109877,17.0,0.11580626205907386,1.7788753328175861
4.115262230808568,4.501653455377138,2.0,0.020757759159908518,0.006192964883134814,0.004806576290034263,14.0,0.09244426682867224,2.1675551279911067
4.156571396102051,4.551784029965465,2.0,0.012612166607024411,0.009924563976646122,0.006034341315151151,18.0,0.09919569280484726,2.0324660561011334
4.125149156202057,4.521867991127283,2.0,0.01710235559001,0.005585400021388217,0.0030339457025881844,14.0,0.08426515374504455,2.414989027212902
4.171288141371669,4.558707537830079,2.0,0.01340864942066139,0.010457980052515813,8.738970652146872e-05,19.0,0.09484794847396223,2.0865214225246644
