mean,std,median,D,xmin,alpha,lambda
3.112948359196133,4.344250636368032,1.0,0.01809062126860994,3.0,1.0000005331380488,0.1009096266990934
2.9783770033070467,4.101645500785476,1.0,0.020083344652563007,8.0,1.0000211882254884,0.10444907974930807
3.082930552022386,4.211858482895541,1.0,0.01672630035611955,5.0,1.0000107817483785,0.1100299661738679
3.056219791401679,4.439037741875831,1.0,0.01879367092064599,6.0,1.1808582042677216,0.09008665835080339
3.009157975069957,4.198328891690444,1.0,0.012613393945990592,7.0,1.000011192576984,0.1057175502007089
2.9043500381582295,4.021123176261059,1.0,0.015925870238721385,2.0,1.000000593870269,0.10960558986160719
3.029000254388196,4.354802843107861,1.0,0.02065215238337259,2.0,1.0000011082487532,0.09792916785587497
3.031035359959298,4.1609752469059185,1.0,0.02170005406054032,4.0,1.0000010310682272,0.10461629591168808
3.011956245230221,4.217214604718664,1.0,0.014352050136916289,6.0,1.000004477952664,0.1058337581117133
3.1643347748664463,4.586205848445257,1.0,0.019314060806466804,5.0,1.000010249857238,0.09683143528703794
2.9661663698804377,4.205921257805702,1.0,0.01386272246304987,6.0,1.0383404315714138,0.10369716379115708
3.1582294581531416,4.496743536858987,1.0,0.019418500878467526,4.0,1.0000051325594674,0.09953234211530756
3.1266853218010686,4.5534478400648295,1.0,0.025565141602325148,2.0,1.0000016496502542,0.09616379340797698
3.0206054439074026,4.211748747774967,1.0,0.019771418682033914,4.0,1.0000058850833151,0.10328341553787658
3.046298651742559,4.237228063848835,1.0,0.011172109116576734,6.0,1.0000170470598797,0.11076991989326895
3.1427117781734926,4.385776909230997,1.0,0.01589045110289289,7.0,1.0000244074965532,0.10156225510451869
2.9473416433477486,4.03690995745793,1.0,0.01937960307052322,8.0,1.0000065584343134,0.12422629541024438
3.097685067412872,4.2754464817959015,1.0,0.01670269309976924,8.0,1.0000531741530758,0.10804159591653745
3.2457389977105064,4.671955988898106,1.0,0.020426818334911834,14.0,1.0001170313646401,0.08504254630901428
3.136097685067413,4.460293966630262,1.0,0.023301173563373356,3.0,1.0000051804929129,0.0986280416566952
3.0200966675146272,4.1586268954273535,1.0,0.0252239566997966,2.0,1.0000037502425534,0.10678095062064122
3.1070974306792163,4.448979028239238,1.0,0.02727006666872661,6.0,1.2989261694302257,0.08392744237078745
3.135843296871025,4.498493477985233,1.0,0.01659558743488923,6.0,1.2099418625622205,0.08821278577861952
3.0078860340880182,4.382580267642105,1.0,0.015534014087072778,8.0,1.0000546558306356,0.0946174366172214
3.1111676418214196,4.404688066451272,1.0,0.018484426947647042,4.0,1.0000053565870721,0.10108820216463149
3.0111930806410583,4.489097777547912,1.0,0.021552622541317623,7.0,1.000038265390459,0.09057819754205175
3.102518443144238,4.378484114512246,1.0,0.016365968016954557,8.0,1.2601072046771697,0.09273597421526167
2.9900788603408803,4.173989216204497,1.0,0.016819884103589033,4.0,1.0000155138777762,0.10497595528156947
3.213940473162045,4.678824167398839,1.0,0.021176709136875194,3.0,1.0000064185573407,0.09415170684265403
3.1414398371915544,4.511365546258339,1.0,0.019777097764916096,7.0,1.0000647575553365,0.10030502038268312
3.0852200457898755,4.494561321935333,1.0,0.018656542950997945,6.0,1.000013335495946,0.09815078524954295
3.0435003815822945,4.212842759913204,1.0,0.01779752606913909,4.0,1.0000056110459,0.11005428174086856
3.1381327906385144,4.345484353295677,1.0,0.013010152028388955,3.0,1.0431482365245301,0.0993500880052949
3.080641058254897,4.362878397060631,1.0,0.020815816392597664,6.0,1.1389578064759305,0.09643838968498286
3.224879165606716,5.065915221175367,1.0,0.021770269629332428,5.0,1.2422658141771898,0.07295530857266172
2.9498855253116254,3.9774589836407475,1.0,0.01556023498589687,3.0,1.000000282827859,0.10825485848827215
2.9992368354108367,4.238291298283259,1.0,0.015934440031371122,4.0,1.0000210752184682,0.10738494107215935
3.112948359196133,4.369241340060299,1.0,0.015190486079671772,4.0,1.000023371624554,0.1034334896215452
3.0915797506995677,4.450611741263205,1.0,0.020428684648134854,4.0,1.1122823894332965,0.09495108064221938
3.106843042482829,4.403784302702146,1.0,0.017056064959332318,6.0,1.0000877473690406,0.10212684205991589
3.031035359959298,4.334295085253853,1.0,0.017983534538301593,5.0,1.0000243377970859,0.1009284773223707
3.12210633426609,4.493795404840187,1.0,0.01621559056604749,5.0,1.0000354111289163,0.0980667558207371
3.0549478504197407,4.276566190670655,1.0,0.0213962083606819,4.0,1.0000368899830234,0.1055375808558425
3.135080132281862,4.375624313481352,1.0,0.02202444958758143,4.0,1.0129330085212964,0.1072286845812764
2.920376494530654,3.8994640469126147,1.0,0.017366871921574045,5.0,1.000005487813489,0.11043944004654024
2.9921139659119818,4.185557278439425,1.0,0.024230296212754077,2.0,1.0000007085850942,0.10145513948780101
3.209107097430679,4.615903678396027,1.0,0.022087345657032298,6.0,1.000048275263734,0.09610871077702353
3.067667260239125,4.329179611669306,1.0,0.017709547363178757,3.0,1.0000007633463506,0.10219759649579288
3.084202493004325,4.411114548860475,1.0,0.016435453628106833,3.0,1.000004924731717,0.09940336224444973
3.053421521241414,4.02019771806406,1.0,0.013507267574319082,4.0,1.0000132913139725,0.11839331067228086
3.1383871788349023,4.373282048128009,1.0,0.017861165953624414,3.0,1.0000093417848848,0.09667433218486295
3.126939709997456,4.338326620292396,1.0,0.014512703545123351,4.0,1.000008461763164,0.10371487753525038
3.0648689900788604,4.319545492955951,1.0,0.014238103606995733,6.0,1.0000169668751786,0.1048385363633971
3.0183159501399137,4.287572964524697,1.0,0.02057932318324296,5.0,1.0161044829050803,0.11168107223608306
3.0328160773340116,4.183186620169677,1.0,0.013721039061171392,5.0,1.0000036835882908,0.10627863347729408
3.030272195370135,4.198381222147354,1.0,0.01949589122690032,8.0,1.3666930115644536,0.09216886573176569
3.1584838463495295,4.646120111938806,1.0,0.025773001081377617,8.0,2.150433603720986,0.044135582421679094
2.9384380564741797,4.101271495939452,1.0,0.018706042938731238,6.0,1.141211654820744,0.10414860455144322
3.03078097176291,4.1497433972035696,1.0,0.014473676422627646,2.0,1.0000012457745662,0.10301863104249376
3.120580005087764,4.552887300627796,1.0,0.015882862134514675,8.0,1.0000312485933422,0.09377627494852048
3.018824726532689,4.106215296674017,1.0,0.01661711784752795,2.0,1.0000017069308886,0.10189886472348395
3.071737471381328,4.205838694379732,1.0,0.01345958768384059,6.0,1.0000018324578162,0.11180943108329246
3.0686848130246758,4.392109640305655,1.0,0.02118520267842572,4.0,1.0014178613838123,0.10242090099556876
3.0267107606207073,4.200767799685831,1.0,0.008666801063501706,5.0,1.0000191446599374,0.10539784284980419
3.053675909437802,4.330697557413234,1.0,0.018895135590188628,5.0,1.1176840181879726,0.09797833685284832
3.1109132536250317,4.472125767864418,1.0,0.022733619077092593,9.0,1.0000417552482972,0.09207598654189483
3.1338081912999236,4.418964728621384,1.0,0.015053192974630342,9.0,1.1107718906262913,0.0989931977143323
3.04731620452811,4.335791046096464,1.0,0.019719546660516674,2.0,1.0000017209180987,0.09941064219795903
2.9809208852709235,3.9996046951193676,1.0,0.015822258190935523,4.0,1.0000289835244898,0.11729937426015591
3.0811498346476722,4.383461239157242,1.0,0.012754299387530144,6.0,1.000017234757832,0.10189077593971689
3.077334011701857,4.428593135077161,1.0,0.022443886068667873,10.0,1.6633616485406324,0.06749711505735476
3.0450267107606206,4.177717973589414,1.0,0.011176930951021014,7.0,1.0000608252935512,0.1136810644048669
3.0531671330450267,4.372210760230254,1.0,0.014481319318801367,5.0,1.0000091810725156,0.09925702243013884
2.9872805901806156,4.078202851310962,1.0,0.018357598508605105,4.0,1.0000000533089248,0.11119361327437877
3.082167387433223,4.44722179771844,1.0,0.019150098900644064,7.0,1.0000261304529157,0.09745140986644157
3.0801322818621215,4.287723577290337,1.0,0.014502882072323586,6.0,1.0000131702377102,0.10263788635430465
3.0460442635461713,4.0924406797095765,1.0,0.013663840524387627,7.0,1.000000075792863,0.12178775379005452
3.2709234291528873,4.715904193820022,1.0,0.023989316041186814,7.0,1.459369003523899,0.07425453343541777
3.0145001271940983,4.141364066942876,1.0,0.022310786921727777,5.0,1.0000268643840717,0.11028606107548877
3.0287458661918087,4.1553939445219275,1.0,0.012730516074469067,3.0,1.0198873979058933,0.10466161397406504
2.974052403968456,4.007159496580662,1.0,0.011313163529816928,3.0,1.0000052257256407,0.11074970574624632
2.9531925718646654,3.9996625217983803,1.0,0.017427319334498065,5.0,1.0000092755413665,0.11573246118442522
3.0094123632663443,4.212332191750235,1.0,0.019347703081656786,4.0,1.0000235436646125,0.10563500474747366
3.00661409310608,4.184374150902873,1.0,0.01580520363380855,3.0,1.0000003094257963,0.10682885403936679
3.019587891121852,4.295599249917885,1.0,0.018268597921751728,2.0,1.0000008731840975,0.10251333355193987
3.0132281862121597,4.160764272589499,1.0,0.016783433787361357,6.0,1.1260028521365333,0.10495633988059404
3.0117018570338336,4.298558374543497,1.0,0.013420009158422563,5.0,1.00000733809885,0.10260577078641417
3.0394301704400917,4.555513830946906,1.0,0.017783170983226237,6.0,1.647130407608376,0.06129925614217118
3.04070211142203,4.225863350100164,1.0,0.022999362129861978,4.0,1.1837105539933312,0.0963182229621441
3.0987026201984227,4.35605887117921,1.0,0.017482628828336816,9.0,1.0000207515596369,0.1058345886702437
3.0646146018824725,4.15973319849438,1.0,0.016477042197596492,8.0,1.0000035878387141,0.12423123918125331
3.0053421521241415,4.097293216944981,1.0,0.026844934655433916,3.0,1.000005139920178,0.1171598433684
3.082930552022386,4.474779224398426,1.0,0.02529454026143063,8.0,1.0000280708313123,0.0952286810213358
3.0493513100992113,4.394453901719474,1.0,0.019254088456860052,3.0,1.0000098682117746,0.10669861922410653
3.1338081912999236,4.612913005154712,1.0,0.02516628675517385,7.0,1.609634712958869,0.0679431749219877
3.065632154668023,4.389143509143374,1.0,0.019399079855464962,3.0,1.0000060311961239,0.09993322793860707
3.1396591198168404,4.285069805340063,1.0,0.012173190712949311,4.0,1.0000057791270294,0.1065406861154364
2.9717629102009666,4.187960651617247,1.0,0.01563242516062069,4.0,1.0000606179116311,0.10744311073515783
3.1475451539048587,4.3986198377343895,1.0,0.016429670415874398,4.0,1.00000898009105,0.10180404593403387
2.9905876367336557,4.21637646705928,1.0,0.028306938819338878,8.0,1.000041350025799,0.09921310901892447
