mean,std,median,D,xmin,mu,sigma
4.6498541058774485,7.092166343708148,2.0,0.007816546201215302,2.0,1.4977764133910882,0.951653634910536
4.614005835764902,7.844932344285617,1.0,0.008306359014399467,2.0,1.5644915184101076,0.9441674930586812
4.537724051688204,7.246604067993977,2.0,0.01042897169785406,3.0,1.5805576965066956,0.8879748927683808
4.428511879949979,6.45410545262358,2.0,0.01309551002672138,3.0,1.5845864266828489,0.8744936345383187
4.714255939974991,7.197060167234478,2.0,0.011655712665917806,2.0,1.5040527557626753,0.9718067090775292
4.632763651521468,7.239730614128411,2.0,0.00812851595985842,2.0,1.4683816846758666,0.9820846627740396
4.3955814922884535,6.362948749092994,2.0,0.008974387886586943,2.0,1.4852925928374725,0.9222439742937678
4.53605669028762,6.661519062637289,2.0,0.010082267090996577,2.0,1.5065344703785768,0.9394042385013892
4.609003751563152,7.124283617085736,2.0,0.012595303556321076,2.0,1.4844030120617155,0.9600569071728764
4.687994997915799,6.838942882361527,2.0,0.0077006923861046295,5.0,1.773770061205102,0.8428574911424447
4.430596081700709,6.697731389973754,2.0,0.009395540619407727,3.0,1.513258942289473,0.9213287841120664
4.58982909545644,6.7554616204111095,2.0,0.011190498164353913,3.0,1.5501042038361117,0.918647105837165
4.682784493538975,7.206349355215988,2.0,0.011302567133470998,11.0,1.9538297721991864,0.8297431132388904
4.474989578991246,6.697639750718466,2.0,0.013393526645082254,2.0,1.512786348384804,0.9214868786960356
4.547936640266778,6.780124365033637,2.0,0.010751697243639002,3.0,1.4467039070570815,0.9677790994070834
4.6746561067111285,6.854820616938688,2.0,0.008199332250389713,3.0,1.6174756290186902,0.8955836345455037
4.615047936640266,7.212085081673463,2.0,0.009935600261392064,2.0,1.4507338320592695,0.9836024006238668
4.44060025010421,6.859857359384103,2.0,0.010369509902672493,3.0,1.4070665237031141,0.9633572248764016
4.614005835764902,7.800251420257168,2.0,0.01314201880523147,2.0,1.4823082218118455,0.9794996173468504
4.5989995831596495,6.811498676050589,2.0,0.008528251830204558,2.0,1.5304419098742468,0.9191283997848694
4.544810337640683,6.4987872947255125,2.0,0.007731494749104174,2.0,1.4726686464956442,0.9633786803508008
4.587744893705711,6.836087202855886,2.0,0.008695660717799342,2.0,1.5134330632291633,0.9351329875904666
4.587536473530638,6.884122992132252,2.0,0.009180859214256263,2.0,1.446880741488351,0.9787991055921004
4.432888703626512,7.359973796816287,2.0,0.009399499688741651,2.0,1.4344545152704895,0.9744925862699916
4.591496456857024,7.661412069657398,2.0,0.012276051423388612,2.0,1.5264999571086435,0.9243924344796884
4.571279699874948,6.507845048429874,2.0,0.011179903564976999,3.0,1.5919378513645597,0.8970759936650492
4.540641934139225,6.9381471258831615,2.0,0.007873062818109509,2.0,1.4758371730607969,0.949474179296268
4.657982492705294,6.7087903313170125,2.0,0.011931347197022879,4.0,1.6973274334969963,0.8642322125656423
4.601083784910379,7.1196303250860895,2.0,0.008784898480638792,3.0,1.5426045897308387,0.9201920633087566
4.387661525635681,6.579157750612482,2.0,0.010087681588180492,2.0,1.5115570396778917,0.927465598311826
4.615673197165486,7.13470259450533,2.0,0.012187619057081656,5.0,1.576268886716741,0.9339946648155788
4.532305127136307,6.718828922474028,2.0,0.007258451346444096,2.0,1.4932108859817983,0.9695241790996932
4.623593163818257,7.530045545813173,2.0,0.00980933953203933,3.0,1.4457579215208969,0.993867838111128
4.585243851604836,7.258730570889777,2.0,0.014595483271439837,11.0,1.5262496884314802,0.9467709760755963
4.7157148812005,7.691046465011164,2.0,0.011562861865137442,2.0,1.4697130864432215,0.9762531090142544
4.578782826177575,6.976494210242647,2.0,0.008727963604924338,2.0,1.5187945503521532,0.9492651556021152
4.716340141725719,7.1754487818900525,2.0,0.010227463702752182,2.0,1.5269782374211829,0.9651942294730448
4.6273447269695716,6.79889915156564,2.0,0.00843248440978428,2.0,1.533736508123139,0.9332433213660424
4.5687786577740725,7.158143396927907,2.0,0.007124685077622317,2.0,1.4484916213914716,0.97192331945428
4.796790329303876,7.381308573061035,2.0,0.007777986804225699,2.0,1.4853378751321753,0.9907757837336366
4.647353063776573,6.831096928056146,2.0,0.0077698989969630095,2.0,1.515418438260807,0.9427658130694864
