mean,std,median,D,xmin,alpha
2.9412363266344443,3.585260024142668,1.0,0.03194785690672969,13.0,6.3169389637316185
3.0363775120834395,3.738793924395939,1.0,0.026434727102691458,15.0,5.982123907610444
3.002543881963877,3.6724158463270737,1.0,0.02321288227227214,16.0,7.701025203539088
3.001526329178326,3.7188797177553705,1.0,0.05463254885494695,13.0,6.292251958467616
2.949631137115238,3.5702075328777525,1.0,0.049202162833258845,13.0,6.327463935637761
2.92851691681506,3.555960068756245,1.0,0.026827592954935087,13.0,6.388050316769545
2.9758331213431695,3.6455352531899514,1.0,0.0474491753148103,13.0,6.253246931326695
3.0099211396591197,3.64162225345716,1.0,0.023060759986182844,13.0,5.999365133853898
2.8674637496820146,3.497571516894761,1.0,0.030819811924746587,15.0,8.267317688492312
2.9531925718646654,3.6077514640860286,1.0,0.027882869911222352,13.0,6.089307393033423
2.955227677435767,3.537498367689579,1.0,0.020618605293745484,13.0,6.371354187054197
3.0099211396591197,3.790179073499954,1.0,0.0337133910775802,13.0,5.524198313112383
2.972271686593742,3.557071044715808,1.0,0.01879178587873931,13.0,6.9993394861670275
2.9287713050114474,3.5107878216027553,1.0,0.04331779468899033,16.0,7.88006213893813
2.8684813024675657,3.447502306450699,1.0,0.054893146623675115,13.0,7.120721222250285
2.9231747646909185,3.5240496834163877,1.0,0.042523733115522044,17.0,8.230784975341507
2.923683541083694,3.654122160903864,1.0,0.039198735276668784,16.0,5.612115790748073
2.9921139659119818,3.661343004350772,1.0,0.021075055410352095,15.0,7.033924962122076
3.110150089035869,3.829264631661632,1.0,0.023154294993139035,13.0,5.894032579700546
2.9084202493004323,3.483983460118764,1.0,0.031146829322650282,13.0,6.241874402578132
3.065632154668023,3.7106989807162463,1.0,0.026416929760990082,13.0,6.127033802895266
2.949631137115238,3.5153487257648655,1.0,0.020713746132607347,13.0,6.785080432843621
3.004578987534978,3.884949256368049,1.0,0.026955138944211532,13.0,5.831591121227953
2.869753243449504,3.450463993538582,1.0,0.0294890103782538,13.0,6.41979750646522
2.970745357415416,3.585906005667361,1.0,0.02025047140230596,13.0,6.764278763930467
2.8832358178580515,3.5048175312483716,1.0,0.04717594830888061,15.0,6.942040665420752
2.916051895192063,3.556510296060819,1.0,0.038753915322078836,13.0,6.398185024767637
3.0816586110404476,3.8158043923910854,1.0,0.045788005638604634,13.0,6.006722722583189
2.938946832866955,3.615849787681181,1.0,0.03208622838831693,14.0,5.680484221786453
2.8832358178580515,3.4660619819590943,1.0,0.04431774980722164,16.0,6.0270047873931425
3.03078097176291,3.6915296798014396,1.0,0.03419013335878107,13.0,6.652773974461858
2.912744848639023,3.438712654052601,1.0,0.030654326257130937,13.0,7.301427797192472
3.00330704655304,3.7915998214342825,1.0,0.040763294560381746,14.0,5.769628787577732
3.005850928516917,3.6564104566897866,1.0,0.049515517335917525,14.0,6.819816084800073
2.9735436275756806,3.540414216664181,1.0,0.029963116837763648,14.0,6.611333187330438
2.8611040447723224,3.466236566066624,1.0,0.04090276179648733,14.0,6.369284572397064
3.0597812261511064,3.755398095979481,1.0,0.020952323910414794,13.0,6.28582933963794
2.965148817094887,3.654439610938027,1.0,0.04567194323392343,13.0,6.079096250994493
2.8962096158738233,3.4892593683367754,1.0,0.031153695418314142,16.0,8.559833427816317
3.038412617654541,3.5807791138957277,1.0,0.026180166977072372,16.0,7.3450718265078665
2.9455609259730346,3.6572968722323265,1.0,0.03313755929432349,13.0,6.408937199704863
2.903078097176291,3.4956116965855295,1.0,0.03824334137064411,13.0,6.828717903116951
2.998219282625286,3.6872447687922203,1.0,0.03448520465722715,13.0,6.236258423958338
3.0160264563724244,3.7396168585978526,1.0,0.019749529559827672,13.0,6.022875004488762
3.0223861612821166,3.721206083831318,1.0,0.022046097182192026,13.0,6.051459315401351
2.937166115492241,3.612687161901814,1.0,0.02302744438547777,13.0,5.844345138708118
2.9961841770541846,3.5713800159290687,1.0,0.01762581031408106,13.0,6.450255890807032
2.9730348511829052,3.5970090494482516,1.0,0.01786133584487648,14.0,7.100894519086013
2.95929788857797,3.606273952354182,1.0,0.029708428554782174,13.0,6.266153807073157
2.929280081404223,3.4789163957160834,1.0,0.03209203049620124,14.0,6.715632791765993
2.9882981429661664,3.6305279332589646,1.0,0.02804479294572182,13.0,6.380903789012881
2.9992368354108367,3.558609029094835,1.0,0.03365633721165229,13.0,6.278628502752876
2.989570083948105,3.5699419417797134,1.0,0.02841064927835435,13.0,6.45534256169551
2.973798015772068,3.5729950836981845,1.0,0.025517694596265406,14.0,6.242444982182709
2.9427626558127704,3.5942845043674216,1.0,0.027205726935045527,15.0,5.6492317807056
2.9392012210633425,3.53952387011678,1.0,0.05089441119224625,19.0,8.023340937091682
2.898244721444925,3.4859640750560703,1.0,0.0602773220194156,13.0,6.0519004449021665
2.979648944288985,3.6647326029351444,1.0,0.02087801693069269,14.0,5.657162665848967
3.0564741795980668,3.662687435490022,1.0,0.03653428586625951,13.0,6.661580872948008
2.9425082676163825,3.6193537987111104,1.0,0.03612907091325124,13.0,6.063822036723052
2.9839735436275756,3.624515523314184,1.0,0.02715288287276496,14.0,5.654163910046395
2.9399643856525057,3.64627232331397,1.0,0.024714776896646806,13.0,6.155972642599488
2.948104807936912,3.547741528335262,1.0,0.062245819148800785,13.0,6.389715143269003
2.92520987026202,3.6271823386194324,1.0,0.0404399937111341,17.0,7.233149734406208
2.9333502925464257,3.586647336854283,1.0,0.057662879892736774,13.0,6.611515314770362
2.977105062325108,3.693137167198626,1.0,0.03646059966901499,14.0,5.605391699085586
2.8572882218265074,3.450376444220104,1.0,0.020611118994665167,14.0,6.749832998959609
2.894174510302722,3.582227271538184,1.0,0.0341809647853234,13.0,5.921603842632662
2.9763418977359453,3.735833064927787,1.0,0.022373413446304502,13.0,5.774681691937986
2.944797761383872,3.693449932312359,1.0,0.03711971683687121,13.0,6.314057565568203
2.910455354871534,3.535785019212812,1.0,0.012872746394335333,13.0,6.571545657039078
2.911472907657085,3.662955859696529,1.0,0.03143459432569462,13.0,5.552321729935474
2.9425082676163825,3.475502334388101,1.0,0.05693678856249229,16.0,6.2736053394375215
3.0450267107606206,3.7407404640774953,1.0,0.03151808671525114,13.0,6.432287331175791
2.9353853981175275,3.5471023889508464,1.0,0.022679873614759982,13.0,6.282408106076758
2.858305774612058,3.403354635052088,1.0,0.0227807582929343,13.0,6.322886203176079
2.966420758076825,3.5319369136150836,1.0,0.036412898523873194,13.0,6.380084584136928
2.8832358178580515,3.546593782598012,1.0,0.03290453269603044,13.0,6.142965101975363
3.015263291783261,3.6601730842249958,1.0,0.017980435490700275,13.0,6.540243320501209
2.8954464512846605,3.539795509512892,1.0,0.05521566480111051,16.0,5.118358156460536
2.966675146273213,3.5126921972604466,1.0,0.02317135592955588,13.0,6.639015418794347
2.982192826252862,3.5607442184069136,1.0,0.0629792581330515,13.0,6.785657179057068
2.8692444670567285,3.5905551666134192,1.0,0.0447729246710562,15.0,5.010227184104903
2.9643856525057237,3.5876570532678183,1.0,0.026858519307617512,17.0,8.140797982949591
2.869753243449504,3.5516795021288616,1.0,0.024205843302058994,14.0,6.336024492928257
2.9931315186975325,3.6026508284679504,1.0,0.04613325780905175,13.0,6.175399998033847
2.89442889849911,3.5205970964832445,1.0,0.04219470636292799,14.0,6.495913721102358
2.916306283388451,3.528834769817411,1.0,0.017193283886524746,14.0,6.129250474339282
3.021368608496566,3.7456734996709793,1.0,0.033229785880131035,13.0,5.92025509048681
2.98015772068176,3.6465730298351957,1.0,0.021904327083924258,13.0,6.364163131533772
2.9793945560925974,3.587881003305476,1.0,0.03505674708389295,17.0,9.195641501222209
2.8733146781989314,3.4790103882487005,1.0,0.030926242860641773,13.0,6.479978512636473
3.0460442635461713,3.765468089550904,1.0,0.03869049228637689,13.0,5.666544677091038
2.935894174510303,3.548545670478404,1.0,0.030201552354128136,14.0,5.90176149357664
2.982955990842025,3.750751914827227,1.0,0.04314041879775399,13.0,6.125950474976601
3.008140422284406,3.699461947254307,1.0,0.01877783421638285,14.0,6.11964626204741
2.9916051895192064,3.6118154197181784,1.0,0.019423840798198477,14.0,6.78814455103352
2.8600864919867717,3.5318461618914756,1.0,0.023075825393985894,13.0,6.22068042508037
2.922665988298143,3.582529560450132,1.0,0.01961377099468331,13.0,6.3817622873658815
2.9628593233273977,3.5064565029562744,1.0,0.059123430872710325,20.0,9.267573072895727
