mean,std,median,D,xmin,lambda
3.9712740790807706,3.431586883982246,3.0,0.01095895866491958,1.0,0.2900714234426859
4.040554241297736,3.525177797391999,3.0,0.0060299834114340145,2.0,0.2779395404740608
3.983102399459277,3.4743863195373987,3.0,0.0068062130176799185,1.0,0.2891119495587987
4.155795876985469,3.6080894664734897,3.0,0.0035895617923896728,2.0,0.273266173245614
3.932071645826293,3.3955891712349024,3.0,0.008174551721008226,1.0,0.2934601283841858
3.842176410949645,3.3117452756064045,3.0,0.00455916609348339,1.0,0.30144454629914685
4.0790807705305845,3.4756671225105533,3.0,0.01398313838207832,1.0,0.28125592248343
3.9432240621831696,3.3724757945674186,3.0,0.01037509869195452,1.0,0.2925310879649469
4.085839810746873,3.503013557467636,3.0,0.004778741853118385,1.0,0.280695047559967
4.057113889827645,3.451070027804339,3.0,0.009054611203866858,5.0,0.2952474802307494
3.9790469753295032,3.3498649886021163,3.0,0.006649776334031854,4.0,0.3006629561546835
3.900980060831362,3.308615600861301,3.0,0.005615061635919738,2.0,0.30019339731729905
3.966204798918554,3.4559273364193137,3.0,0.007079681618956891,1.0,0.29054065748551483
3.9466035822913152,3.3499084927453615,3.0,0.009622748680421622,1.0,0.29218161286179145
3.9722879351132137,3.4150595659063545,3.0,0.00993061796720085,1.0,0.2899973878573252
3.8455559310577896,3.181159636699284,3.0,0.0041239091866609465,3.0,0.31500925659409645
4.078066914498142,3.589015127475602,3.0,0.003725739564829356,1.0,0.2813258460574295
3.90233186887462,3.2941197166628466,3.0,0.006579605564235147,2.0,0.30252055921052623
4.101723555255154,3.4951992958288884,3.0,0.004930361206499034,1.0,0.2794175995921563
4.046637377492396,3.45910126506618,3.0,0.0116286682484934,1.0,0.28380044784533165
4.1034133153092265,3.4735691789081766,3.0,0.009946948594068528,1.0,0.2793025371643881
4.019939168638054,3.4181306732543884,3.0,0.00750278671153165,1.0,0.2860739806641447
3.965866846907739,3.4440221339965995,3.0,0.003915538577139111,2.0,0.2888865088130808
3.954376478540048,3.394170340894628,3.0,0.004131660765271161,1.0,0.29150850488206137
3.949645150388645,3.4642721979139535,3.0,0.00956517575251481,1.0,0.2919566077693164
4.118959107806692,3.6596558449806817,3.0,0.008037413310889419,1.0,0.2780587206678701
4.056437985806015,3.4378356627475584,3.0,0.0074059601624073546,1.0,0.28301847064275604
3.959445758702264,3.382915023434234,3.0,0.008630399258224175,1.0,0.2911352864138785
4.070969922271037,3.4848727464446734,3.0,0.005444277553088239,2.0,0.28666032141913345
3.9739776951672865,3.4150233798422485,3.0,0.01111339801161082,8.0,0.29610911945958746
4.019601216627239,3.53655478008613,3.0,0.008382179244270649,1.0,0.2860980326214899
