mean,std,median,D,xmin,mu,sigma
2.961587382345459,3.495579928577381,1.0,0.03096712580515215,15.0,2.5567782722420573,0.19733605368642554
3.024675655049607,3.6259405734713175,1.0,0.0346752753413625,14.0,2.5893177359880317,0.18996913125597728
2.973034851182905,3.5798533789473796,1.0,0.027454810039652,14.0,2.332098271602186,0.2801353801774724
3.0460442635461717,3.6698066074830376,1.0,0.047782971130331836,2.0,1.213244132906257,0.9104074136073734
2.8544899516662428,3.4393671752748274,1.0,0.03994365327993565,2.0,1.1002794006484622,0.9190953704000896
2.8847621470363776,3.3966478024998836,1.0,0.03076340306719444,2.0,1.1746670378351225,0.862793002806481
2.9732892393792927,3.5520691806738163,1.0,0.035668008313741034,2.0,1.237696848497381,0.8701975850082793
2.9778682269142718,3.5623984777401634,1.0,0.03813881430810684,12.0,2.5470504690021194,0.228599475626054
2.862375985754261,3.4973750162292814,1.0,0.03599983335427975,13.0,2.4256698306875046,0.2623088824287085
2.90536759094378,3.5465002309355937,1.0,0.02944573606193962,15.0,2.255589259851437,0.2940921950027343
2.888577969982193,3.4514917067101183,1.0,0.027521327517220584,15.0,2.0648873692800542,0.3182151810373658
2.8700076316458922,3.4400255977085568,1.0,0.032073818159622285,14.0,2.5506299316932672,0.1885752959356944
3.0234037140676677,3.585700665753783,1.0,0.029726601653916,15.0,2.453432602417386,0.2318489977180347
2.851946069702366,3.4483444245838952,1.0,0.0367105684005602,3.0,1.5824499108782222,0.6861952019405055
2.87127957262783,3.386524670231777,1.0,0.029832486870220217,15.0,2.3706091468994064,0.2223123671388414
2.8972271686593736,3.4361745876082384,1.0,0.0262044019967152,14.0,2.5315840080118117,0.2007737711213854
3.00992113965912,3.596070846681968,1.0,0.017769471197212727,17.0,0.7350901320893903,0.38778147349315395
3.059272449758331,3.679654870253968,1.0,0.029795743432304955,15.0,2.344007243581709,0.2644385591695779
2.8486390231493264,3.4422569038210677,1.0,0.03721875425615584,4.0,1.7481846173299664,0.5963063245333349
3.032307300941236,3.6156932380459352,1.0,0.03913596064692687,15.0,1.5037508923627645,0.4147949317169413
2.9781226151106583,3.613836103446625,1.0,0.037577537764042164,15.0,2.540606804241038,0.21360672713033024
2.987026201984228,3.5399503701067507,1.0,0.024093056578810446,15.0,2.2603845349223084,0.2751382032884321
2.9699821928262526,3.570721619923476,1.0,0.029516011550941083,19.0,2.7476434469998092,0.11529629046373965
3.058509285169168,3.643994123670199,1.0,0.02588519681224277,15.0,2.0680457803140633,0.3016602194396385
2.9689646400407015,3.4908104707332304,1.0,0.02127903673188364,13.0,2.085893659107585,0.3433309239854849
2.920122106334266,3.524342731919647,1.0,0.03289523879235096,2.0,1.2065188714291706,0.8860926590095579
2.9867718137878403,3.6166926982181433,1.0,0.02229254118740689,13.0,2.4658268848800526,0.2703820625736473
2.87127957262783,3.3690522731125085,1.0,0.03620018958015592,3.0,1.5975856067913692,0.6547878536894425
