mean,std,median,D,xmin,lambda
4.341444270015699,4.586553938957137,2.0,0.01230813911254902,15.0,0.33673736928502
4.423861852433282,4.60992185177336,2.0,0.01808831194556837,15.0,0.3636895668583743
4.421955595424984,4.6101332110027835,2.0,0.03220881158184685,15.0,0.3853611940298506
4.393586005830904,4.582973465556873,2.0,0.023947395665315008,15.0,0.3654983108108113
4.398519847499439,4.59137207353133,2.0,0.013078452939080831,17.0,0.4013611309654719
4.468490692980488,4.712057009513192,2.0,0.02204389364135384,15.0,0.3473664947016177
4.429244225162592,4.6489798188090505,2.0,0.019655259965066674,15.0,0.3616482084452758
4.454698362861628,4.655491782652931,2.0,0.02312647438770488,15.0,0.3730178011477932
4.423189055842117,4.601852310241124,2.0,0.01883686638320725,15.0,0.3913685282140775
4.447521865889213,4.577053792679852,2.0,0.02354683614327457,16.0,0.3722404534606205
4.408051132540929,4.633363097304684,2.0,0.02061152572253061,15.0,0.3448002049180329
4.367234806010317,4.606545675951116,2.0,0.017791357670697616,15.0,0.35884650735294177
4.377326754877776,4.6041228765550075,2.0,0.014226738665570724,20.0,0.32974567819149025
4.416348957165284,4.650936049456524,2.0,0.022579420642398262,15.0,0.33673602128410185
4.40390222022875,4.651201825976032,2.0,0.011029794762573708,16.0,0.36340850710184336
4.362188831576587,4.5773378466151176,2.0,0.011424461493663274,18.0,0.3473735019973385
4.375644763399865,4.598984721301543,2.0,0.040371668695221685,19.0,0.3182047339816945
4.41343350527024,4.583684888003129,2.0,0.014145553955019818,15.0,0.3686213592233012
4.398407714734246,4.700630255890776,2.0,0.017081831841548326,15.0,0.3291137379440129
4.456941018165508,4.698978113095778,2.0,0.014446235123499185,15.0,0.3597085904226284
4.402893025342005,4.5765204834416116,2.0,0.02806543388241578,15.0,0.38052374234889097
4.349966360170442,4.498146374975984,2.0,0.021069295878681785,15.0,0.3932976754268942
4.428459295806235,4.592815174344854,2.0,0.0181793902583256,16.0,0.4054687499999993
4.355909396725723,4.545555012503628,2.0,0.019920070733577155,15.0,0.3675383914225688
4.375308365104283,4.579648747806433,2.0,0.015912603987177643,16.0,0.3446230461731953
4.361516034985423,4.586030353197558,2.0,0.01490069197582855,15.0,0.3912639170040481
4.3917918815878,4.613001205964667,2.0,0.023938070573247483,15.0,0.3597137355873172
4.398519847499439,4.577111612511453,2.0,0.02185790666392795,15.0,0.3769862388210108
4.412424310383494,4.640146574861352,2.0,0.01346111959415114,15.0,0.33942589875275114
4.439672572325634,4.650573756931518,2.0,0.022216615059100556,15.0,0.3642184381237529
4.3044404575016815,4.534540684987165,2.0,0.010437141523466087,15.0,0.3938271358229961
4.474882260596546,4.6627441927804805,2.0,0.017132705788337144,17.0,0.3977773615130215
4.408611796366898,4.655200577998686,2.0,0.024804744443110427,18.0,0.40635637601466346
4.453913433505269,4.654954152663222,2.0,0.020137870148533518,15.0,0.3526354808040578
4.365552814532406,4.56129048795644,2.0,0.017799542951964842,15.0,0.3762319748731284
4.482619421394932,4.670636685941764,2.0,0.01407726938718701,15.0,0.3534778106069604
4.362637362637362,4.581807668659255,2.0,0.023844319598435026,15.0,0.35906163117654466
4.328661134783584,4.4968366720827095,2.0,0.018195533402000752,15.0,0.3803190436010467
4.346153846153847,4.553295363034604,2.0,0.031185163751280887,19.0,0.4468261131167267
4.3820363310159225,4.604319011197744,2.0,0.02177852596468488,19.0,0.3453255724350501
4.3203633101592285,4.513538007436071,2.0,2.474687121889474e-13,33.0,1.098600746268659
4.29031172908724,4.51398095931692,2.0,0.015835136502637126,16.0,0.3738433750211249
4.373626373626373,4.609450846610655,2.0,0.01687549028457863,15.0,0.33813438959727393
4.398631980264633,4.570985350744047,2.0,0.0174781729081957,15.0,0.33888187245768303
4.31419600807356,4.518105695353573,2.0,0.020004167720562016,15.0,0.35015865514447786
4.339650145772596,4.519874624259379,2.0,0.016479363220759047,15.0,0.3626066240170605
4.342677730432833,4.529819181141437,2.0,0.014060748583724636,15.0,0.3720568999345981
4.408275398071316,4.566967864821914,2.0,0.025833912556063317,15.0,0.3760211772862129
4.454361964566046,4.689637832086844,2.0,0.013733849191919,15.0,0.3387847423277365
4.482731554160126,4.645505109633498,2.0,0.01885356702430907,16.0,0.3732513808837665
4.379457277416462,4.5950859183135435,2.0,0.018821793074241592,15.0,0.33631788463985723
4.449652388427898,4.658666405287822,2.0,0.0267105852067806,15.0,0.3626115269461088
4.417806683112807,4.581783458568913,2.0,0.015449438011418515,16.0,0.4108883153496671
4.406705539358602,4.5744186528232165,2.0,0.02363468681855352,17.0,0.3258786607591768
4.293339313747477,4.504148549404887,2.0,0.02164079980859956,15.0,0.3669075813707333
4.396949988786724,4.600096494591517,2.0,0.02234342986629745,15.0,0.3843962128684148
4.4187037452343585,4.6170039795735445,2.0,0.015019058872078496,15.0,0.3401792843980348
4.372056514913658,4.651592030619444,2.0,0.026157732409909262,16.0,0.32352447509765625
4.442139493159901,4.648892876404081,2.0,0.0106302165959401,15.0,0.35176157574662914
4.438214846378113,4.673548556400456,2.0,0.0165277984077129,15.0,0.3552073762489956
4.409733124018838,4.639079917013032,2.0,0.013040581434175968,15.0,0.3398545084421031
4.3916797488226065,4.583687236143004,2.0,0.022125867470493055,18.0,0.36774691358024736
4.372056514913658,4.5811503338350725,2.0,0.03092783876250865,15.0,0.34361870590122034
4.388652164162369,4.595659530636596,2.0,0.03294141229257619,15.0,0.3374913424002013
4.433505270239964,4.641849529899176,2.0,2.474687121889474e-13,33.0,1.098600746268659
4.38954922628392,4.613652939926078,2.0,0.01482097077562694,15.0,0.3944754195741098
4.389773491814308,4.6480908472842835,2.0,0.0272867439279334,19.0,0.3560137944066527
4.41399416909621,4.571177553053516,2.0,0.008952603048563268,15.0,0.3758129340816075
4.430477685579727,4.618580367544409,2.0,0.01967701571310243,15.0,0.3599309304187931
4.4816102265081845,4.729371278365004,2.0,0.02363736473884287,15.0,0.3493058592041977
4.389100695223144,4.624566320897304,2.0,0.014389368907601232,15.0,0.35605787519941123
4.389997757344696,4.557174448593952,2.0,0.015852306657178017,15.0,0.3533811207122287
4.381812065485535,4.601828496599236,2.0,0.028740051473008513,22.0,0.4681230200633593
4.359049114151155,4.562642714194804,2.0,0.01466247952134958,15.0,0.3849288908210157
4.319241982507289,4.544614724673228,2.0,0.01465804984885388,16.0,0.3855951119854724
4.3966135904911425,4.556295814184957,2.0,0.02253142478897352,17.0,0.4032544507796145
4.383045525902669,4.581811164868938,2.0,0.015146202658604224,15.0,0.36282253440366985
4.404575016819916,4.631307858994598,2.0,0.015514094136614032,15.0,0.3514546188823752
4.4230769230769225,4.66337972128551,2.0,0.02140408523895804,19.0,0.353575252188809
4.295245570755775,4.521702896687943,2.0,0.018332641874550748,15.0,0.3675485768131013
4.452679973088137,4.662595777967922,2.0,0.0310417046006688,15.0,0.3343768427880639
4.321036106750393,4.596500536462166,2.0,0.009018408477682316,15.0,0.3340657143753132
4.381699932720341,4.617297030881375,2.0,0.02078787245873881,15.0,0.3510154738878144
4.344808252971518,4.560582632931403,2.0,0.0211681944556657,15.0,0.3793533259286686
4.392016147118188,4.593494521690191,2.0,0.03599943204980849,15.0,0.3350181541708049
4.394370935187261,4.616462801544368,2.0,0.02311885538588554,15.0,0.34918852774162923
4.3565821933168865,4.555088396629066,2.0,0.022543557901505414,16.0,0.3623993234536077
4.34850863422292,4.573940086743092,2.0,0.020137886397888768,18.0,0.3036708515283847
4.486431935411527,4.664595387656175,2.0,0.01712362066778961,15.0,0.34393431537924546
