mean,std,median,D,xmin,lambda,beta
3.9945927678269686,3.7529266932014327,3.0,0.02066845034313225,15.0,0.11406797005843886,1.5662630192671096
4.118959107806692,3.8900974094968537,3.0,0.017997681387046268,8.0,0.143258318311065,1.4216421045527368
3.9756674552213584,3.62794195715234,3.0,0.02579162704671245,8.0,0.14183020420319065,1.5330154759258203
3.966204798918554,3.6922239781276787,3.0,0.02926229946748249,14.0,0.2407553092862708,1.1946144151979374
3.98783372761068,3.6810835099781305,3.0,0.01830425283190573,9.0,0.12822702836316174,1.6686625411348326
4.07874281851977,3.812993071325373,3.0,0.02641887259386799,6.0,0.11404532375890968,1.8071451552546127
4.019601216627239,3.7443147454448327,3.0,0.024228373557827698,10.0,0.1073690775213541,2.006839137220805
3.9976343359242983,3.663664069910281,3.0,0.02690561762796284,6.0,0.12432717407146116,1.6979318180139678
3.9611355187563366,3.7901408263851297,3.0,0.02044691994175773,11.0,0.1163934555133465,1.7340517887189195
3.9036836769178778,3.7364851586707903,3.0,0.02421559233694992,6.0,0.11418111140227245,1.7373324833820314
4.023994592767827,3.739005348338176,3.0,0.02409476191661097,8.0,0.11037444742266313,1.932871967245435
3.9493071983778303,3.726651820114109,3.0,0.02515415398585294,12.0,0.08634834844353434,2.645831320630129
3.9800608313619463,3.691363631180765,3.0,0.024762373404073168,6.0,0.1185388069102728,1.7647510774184534
4.009462656302805,3.801768280241276,3.0,0.020821681949237503,6.0,0.12563743463795668,1.5678074241179258
3.968908415005069,3.7517210007923794,3.0,0.017571272408451022,8.0,0.11557984306100275,1.7962730092877544
3.9918891517404527,3.6974002969123085,3.0,0.026398695399797,6.0,0.1259836023865834,1.6244822180122518
3.824602906387293,3.5878380097851803,3.0,0.019687768570266332,9.0,0.14195334954642885,1.5471334517094393
3.944575870226428,3.728488393275372,3.0,0.029600925601155906,9.0,0.1422704848325046,1.4914377715947436
3.866846907739101,3.5571678267266065,3.0,0.01734276966790726,11.0,0.1366562433004984,1.6128188425114791
3.903345724907063,3.566315547228065,3.0,0.02382205705877816,6.0,0.13125644446345394,1.589301212800842
3.923284893545117,3.5858413355995267,3.0,0.01675129793248653,12.0,0.16609341474389738,1.47370574498089
3.909766813112538,3.6889405578986647,2.0,0.021475363804409564,8.0,0.1206552243215982,1.7958806397436982
4.071983778303482,3.8553460227929146,3.0,0.017833607122230092,9.0,0.1284715373168363,1.5576878609056148
3.96823251098344,3.729580605884067,3.0,0.017692789045526847,8.0,0.14133869882582412,1.453354840401151
3.8952348766475158,3.656024707931922,3.0,0.01918824388707374,10.0,0.0983127954035192,2.108704712378934
4.032105441027373,3.83945957244191,3.0,0.019014950278308795,6.0,0.12627966457980205,1.512690622877766
3.980398783372761,3.7506274401051383,3.0,0.03455563593177813,2.0,0.44696208734617415,0.7512178761154461
3.98783372761068,3.7714156775639736,3.0,0.019662816053966387,7.0,0.12073045524202736,1.6623434963220904
3.819195674214261,3.570857111234767,3.0,0.02975344024670978,10.0,0.09878566140592857,2.2770298447382684
3.8938830686042585,3.664572371636615,3.0,0.017227219624278728,6.0,0.12143469316015836,1.6928276438184169
4.034471105103076,3.6843376633161626,3.0,0.031908774258840755,12.0,0.09258951983714107,2.6425729353150933
3.9151740452855694,3.708165714427123,3.0,0.02156904632763168,7.0,0.13827035781818048,1.4933103008605015
3.9371409259885097,3.61908445495122,3.0,0.024793810411589512,6.0,0.11806816310227145,1.8482559360024189
3.915511997296384,3.6367170240273463,3.0,0.03217496589460367,2.0,0.4695233843268688,0.7441000703182554
3.967556606961812,3.7583695239149626,3.0,0.017025770267177887,13.0,0.11990454173244675,1.6773167134523514
3.980736735383576,3.6972219046292834,3.0,0.02470201986226328,6.0,0.11613597303605935,1.8057100205423475
3.835417370733356,3.616213735037592,3.0,0.023354905992932214,8.0,0.16403340000784228,1.3271878138042288
4.139236228455561,3.7528691141571535,3.0,0.024897570924609647,6.0,0.11160099013614863,1.9052698682203035
3.960459614734708,3.677354766502292,3.0,0.024018903684252583,14.0,0.14041138647511575,1.6636332602570731
3.912808381209868,3.687410170968215,3.0,0.020009608832241118,7.0,0.12088309685760948,1.7002915412974742
3.9114565731666096,3.698359729867708,3.0,0.0260590474900142,6.0,0.1232233984933684,1.6443387119443618
3.985468063534978,3.7064640851411697,3.0,0.01754910335964166,11.0,0.1104396641972589,1.835656572039365
3.9976343359242983,3.7421533741620534,3.0,0.024431062974660245,8.0,0.1061921988257819,1.990498739367207
4.092936802973978,3.782148101896327,3.0,0.02151420622317413,6.0,0.11455390964159487,1.8156203497539445
4.104089219330855,3.899373894528394,3.0,0.025353592507140088,14.0,0.2267971944027477,1.1640261013727615
3.893207164582629,3.5917112656059844,3.0,0.019659529053349608,13.0,0.19420017208060336,1.2979081489007829
4.038864481243664,3.799046970753882,3.0,0.017949737114299147,12.0,0.11653824670317245,1.7649727894930505
3.8698884758364316,3.5687098676361524,3.0,0.019438288492151682,10.0,0.14001398864459322,1.5855268638390259
3.8709023318688742,3.5898492264997683,3.0,0.020312445954069225,9.0,0.1229671119225357,1.7641464221560892
4.044947617438323,3.801203184009496,3.0,0.02552173160445537,7.0,0.10784424015909044,1.949760455571451
4.09462656302805,3.7791116076228737,3.0,0.027580686025753483,7.0,0.11538287001421188,1.8227950919301148
3.970260223048326,3.684929204776351,3.0,0.019607662049183627,11.0,0.13894261554419185,1.5429387788714584
3.995606623859412,3.7881078428998105,3.0,0.01841986460590173,6.0,0.11974081395217487,1.6638305778917342
4.120648867860764,3.851937287904254,3.0,0.02042397236293292,6.0,0.12051683194233355,1.67273168882217
3.8766475160527207,3.518309005375009,3.0,0.018965570853400667,6.0,0.12319202609045365,1.7177773532658271
4.107806691449814,3.730921261442449,3.0,0.02277851735126624,10.0,0.14148762060553105,1.5688676123158916
4.034471105103076,3.7193939239660416,3.0,0.023792093925386396,14.0,0.08767888333732066,2.524338451907317
3.9310577897938495,3.5840667168540663,3.0,0.01934035781897392,10.0,0.16980022490528796,1.3914070803194845
4.021290976681311,3.744350646904165,3.0,0.022837576937981163,12.0,0.189657296502572,1.2438363435913675
4.060831361946604,3.8272537180403927,3.0,0.02298168937935352,6.0,0.11009924510767057,1.8701981505282153
3.9678945589726258,3.8642016953719134,3.0,0.017179148959391766,8.0,0.11065994158489563,1.7791989684586482
4.02196688070294,3.69729823595664,3.0,0.028876909210504675,13.0,0.2869481749133089,1.111502891020843
4.093950659006421,3.6972209778936516,3.0,0.01650082588257401,12.0,0.12524285756541556,1.8313261364517948
3.9645150388644814,3.79667746099742,3.0,0.02112923472924788,9.0,0.12562304411160394,1.6141559490097257
4.07265968232511,3.797394126526745,3.0,0.029593080783221207,6.0,0.10903590676833072,1.9526828723723544
3.876309564041906,3.545805574882761,3.0,0.029969508279425124,10.0,0.12398384370388825,1.800569747702763
3.9151740452855694,3.650760599126535,3.0,0.02427643384776756,6.0,0.114799990684432,1.8456349225932536
4.0361608651571474,3.7946232388270418,3.0,0.02252258588738953,19.0,0.2951235335853272,1.2413573184388935
4.044947617438323,3.7257732443018634,3.0,0.021614943431320862,7.0,0.1113214459608814,1.9048395811990544
3.9239607975667457,3.711817721920252,3.0,0.017964042669279034,6.0,0.12179575802118114,1.7015017500060767
4.003379520108145,3.657893463594875,3.0,0.01713226262665568,7.0,0.14619621663880494,1.4817867657040535
4.037512673200404,3.824771012690607,3.0,0.026233569184746064,6.0,0.11482926194616487,1.7517646700953704
3.938492734031768,3.645809219596627,3.0,0.019861837509566882,6.0,0.13295942347953893,1.5441578580211872
3.801960121662724,3.6000614237228428,3.0,0.029572686982233694,6.0,0.11211131591250516,1.904419091325892
3.9621493747887797,3.7552603964945424,3.0,0.02226509890733408,7.0,0.1079151990842814,1.9405333511329164
4.023656640757013,3.755556614764392,3.0,0.022592548060835105,7.0,0.1235391119022982,1.6569732658988638
3.901318012842177,3.6752777301814246,3.0,0.019155008412258926,7.0,0.12209225969336175,1.6380569163263876
4.045285569449138,3.7613827125142807,3.0,0.020829607917385414,13.0,0.19981956704854356,1.2728215093885078
3.9952686718485975,3.679447671561775,3.0,0.01621368626158648,9.0,0.13084672220781451,1.6530358601694364
3.858060155457925,3.6644665913175087,3.0,0.02192490704200234,7.0,0.11568543051108228,1.7256124747875259
3.9486312943562014,3.7214699078917386,3.0,0.02574513206913931,9.0,0.10976533618778557,1.8864232250740285
3.950659006421088,3.5820322618621283,3.0,0.021765600404013097,13.0,0.4993512080911439,0.8874030866576715
4.055424129773572,3.8427571932759683,3.0,0.016674554138266132,15.0,1.3767738724242853,0.732779080201102
3.92429874957756,3.717783451892956,3.0,0.023592069187786117,6.0,0.11982933608374192,1.678541805217036
3.919905373436972,3.5897236817555647,3.0,0.025779893963556788,7.0,0.11028652087229762,2.0080168828156726
4.1054410273741135,3.891963730922768,3.0,0.030232666276228008,11.0,0.0948209178252119,2.115136488985637
4.109496451503887,3.8541561310922967,3.0,0.024380579696799853,15.0,0.385091000505914,1.005857072820078
3.9219330855018586,3.6625561918302263,3.0,0.01853658927769275,11.0,0.12144219955388652,1.7640073503510498
3.9374788779993235,3.659162096695337,3.0,0.02133624499972048,11.0,0.13105326661526695,1.6921820809458432
3.9090909090909087,3.6063734584266633,3.0,0.03400412122932928,6.0,0.11369829490340595,1.8756082144521549
3.9733017911456567,3.7731773704991047,3.0,0.011274628131994202,10.0,0.22405112102618388,1.1065962776583724
3.966880702940183,3.643674205117815,3.0,0.019424779144352058,12.0,0.14791373550328624,1.4702532868832985
4.034471105103076,3.7312778760726064,3.0,0.021124779938422992,11.0,0.11565037486486032,1.8732394384018825
3.95234876647516,3.7104695175380313,3.0,0.030371948681817695,7.0,0.11459842472424765,1.7662977098665906
4.03785062521122,3.7465207800547886,3.0,0.025679895041380463,6.0,0.1148898925538954,1.8104854828279324
4.052044609665429,3.776807308713035,3.0,0.018522708387528897,6.0,0.11539135921145174,1.7504924627224665
4.066914498141264,3.8795113903301353,3.0,0.017130682981218004,11.0,0.1395678470903536,1.4962395410744644
3.9618114227779655,3.6973490814459096,3.0,0.02080215484374759,10.0,0.1430535244473191,1.5490310517138342
3.8523149712740783,3.707835461954261,2.0,0.0261385742148334,9.0,0.10385560581335246,1.9748269357554773
3.9080770530584656,3.58788642741513,3.0,0.030781474503856713,7.0,0.10946318505913086,2.019205115811995
4.038526529232849,3.7621767145523513,3.0,0.027564594008298412,9.0,0.10955864253743992,1.9670913499300011
4.057451841838459,3.8498444374099927,3.0,0.02043493442368316,9.0,0.14729149837933825,1.427238812628453
3.8756336600202768,3.6019517627454145,3.0,0.014398151292168369,9.0,0.1257410548626668,1.6869030013688606
3.899628252788103,3.563131665116102,3.0,0.016370322708086582,11.0,0.1354998069315346,1.6214904657944895
3.976005407232173,3.6950912508968856,3.0,0.028905935570638693,12.0,0.1438655736944768,1.573908290614257
4.038526529232849,3.7887619516068463,3.0,0.02369632142270917,6.0,0.11647009990216048,1.7451755985304755
3.9378168300101386,3.673869361505368,3.0,0.022997462018826357,6.0,0.12997017052294982,1.5661464178302809
4.046637377492396,3.789741049554524,3.0,0.02068056209903457,9.0,0.11725675598486485,1.7780531837557008
4.008786752281177,3.7835922046495782,3.0,0.0328885828575215,8.0,0.09669672518398148,2.2670616685562885
3.992903007772896,3.638109417850132,3.0,0.02552014016391269,7.0,0.108582848164218,2.013997266351656
3.9695843190266986,3.6939920253079865,3.0,0.022055690198353184,11.0,0.11519935036344603,1.8808141942420704
3.9901993916863807,3.7680607450550436,3.0,0.01620639912767741,6.0,0.1260516998384808,1.5867838315403768
3.947955390334573,3.716917160334165,3.0,0.02401547169291629,9.0,0.12827319325679482,1.6476589686848442
3.9134842852314975,3.6844921291479302,3.0,0.01836263511908009,10.0,0.14248986728402968,1.4539749366599732
