mean,std,median,D,xmin,alpha,lambda
3.5782532968400096,4.484585285721262,1.0,0.013082195271399087,7.0,1.0000313272305807,0.14028001628458253
3.6737994526001487,4.485783883515129,1.0,0.012224558794202143,7.0,1.0000029751769892,0.14189253131910645
3.6143319233640208,4.243819752459988,1.0,0.013214170536445913,9.0,1.0000747136806218,0.1698304267137078
3.6048768350335902,4.3855761346546345,1.0,0.01265005170538558,8.0,1.000011252477931,0.15603940647195688
3.587957203284399,4.31254836881296,1.0,0.02434289050851796,15.0,1.0000772926711807,0.15602575600985052
3.5536203035580987,4.391321113947177,1.0,0.011353829074485232,7.0,1.000026267267958,0.14550834638010252
3.7526747947250563,4.684156105850369,1.0,0.013177724491197806,7.0,1.3409645706452724,0.11461254816533566
3.6222941030106988,4.432419259810891,1.0,0.014291821233060163,8.0,1.4054011657240026,0.12438918785870612
3.650161731774073,4.384032172872127,1.0,0.007422915762245852,7.0,1.0000175911995584,0.14519497314544333
3.6001492908683748,4.44245056071875,1.0,0.0188172775369011,8.0,1.0000815261861729,0.1411537208268798
3.6018910176660865,4.327217760032239,1.0,0.013855353238403591,7.0,1.000020549017279,0.15510056943653655
3.562577755660612,4.400089678066964,1.0,0.01941788236113817,10.0,1.0000045775931388,0.13735115969672582
3.609106742970888,4.436859193804779,1.0,0.013724952968176052,7.0,1.0000254730371565,0.1439659815272171
3.659368001990545,4.385863501645906,1.0,0.01158311264618106,7.0,1.0000297731094026,0.14673547090182235
3.6795222692212,4.500123707424512,1.0,0.01421887688816592,7.0,1.0000048937639576,0.13767231492026827
3.5991540184125403,4.350449268630853,1.0,0.016799812472180597,12.0,1.0000109701815505,0.16834861916301053
3.5959193829310774,4.329538655660491,1.0,0.015680365538595753,12.0,1.1065636226562787,0.14326404417191935
3.5727792983329185,4.243035423278272,1.0,0.01138339499435459,7.0,1.000117695189461,0.16228712997311862
3.5237621298830555,4.444299622355137,1.0,0.02195645219507658,10.0,1.0743536231178623,0.12503237108717186
3.6867379945260015,4.696475338051152,1.0,0.014835686735438338,7.0,1.5918632876851635,0.0973998922333496
3.5065936800199053,4.274384120400085,1.0,0.02163078183927114,8.0,1.0000074234000311,0.146121337012957
3.593928838019408,4.274928845827343,1.0,0.014963189576529643,7.0,1.0000084551080937,0.1496985164820781
3.660860910674297,4.606073465507948,1.0,0.016481319562060337,7.0,1.0433801128457223,0.13327467636039678
3.6486688230903215,4.316765731337462,1.0,0.009618519478975629,8.0,1.0000165464223718,0.1538250085284803
3.434187608857925,4.071008888118744,1.0,0.013657986884667015,7.0,1.0000617131278644,0.16238071867289294
3.5235133117690967,4.249395196989042,1.0,0.014799751214838675,7.0,1.0827999512016997,0.15169603078827806
3.707389897984573,4.367991041400283,1.0,0.016514605567155,8.0,1.0001627530816908,0.16001243605163767
3.731276436924608,4.53538734626509,1.0,0.013089429436337896,7.0,1.0671413114665649,0.14226867361529308
3.6048768350335902,4.2919270814708845,1.0,0.0165814721860984,8.0,1.5928565751412382,0.12948144788570146
3.761632246827569,4.775571382929616,1.0,0.017121852033695432,7.0,1.473335062509857,0.10354157483546816
3.6407066434436426,4.417814949257743,1.0,0.015747966184728956,7.0,1.0000056515349214,0.14462662376040195
3.616073650161732,4.347742151613814,1.0,0.018178576139658783,7.0,1.0000126618693057,0.1467268875293785
3.639711370987808,4.359506891803715,1.0,0.016112087664995,8.0,1.4920446059526622,0.12375514294826573
3.7193331674545913,4.565015330709911,1.0,0.022569857503415447,10.0,1.5629792097457025,0.11194401247874927
3.630753918885295,4.343832698432867,1.0,0.0194910330396052,13.0,1.5145760280337206,0.1616327742684983
3.6563821846230407,4.44345928077848,1.0,0.012005290066475216,7.0,1.1123531915651017,0.14217683747708354
3.737496889773576,4.4577600415326675,1.0,0.01808697342448662,12.0,1.0001645151538916,0.15932126941993982
3.730529982582732,4.567896563786376,1.0,0.01753938381635684,11.0,1.0000372696485362,0.13885292946883393
3.608609106742971,4.396817996107517,1.0,0.013155362165343187,7.0,1.0000034858702802,0.14709895261296058
3.6924608111470514,4.541146971363151,1.0,0.02043886955412277,8.0,1.0000031811881684,0.13567901491827294
3.694451356058721,4.44581953496283,1.0,0.01741094345063321,15.0,1.000016188908556,0.17395454145184075
3.5501368499626773,4.3141344456462365,1.0,0.018153953578114668,7.0,1.1496046357861598,0.14593685646349155
3.5665588454839514,4.400653254816823,1.0,0.014453265470988684,7.0,1.0000070751296717,0.14148677332617782
3.5650659368001985,4.304985775513858,1.0,0.019116600047643702,13.0,1.0000250061870384,0.17426955716328707
3.6128390146802687,4.3701462253639844,1.0,0.017162458926824553,8.0,1.0000078045771277,0.1424043102042282
3.7422244339387913,4.479333665343998,1.0,0.018262051869490703,7.0,1.0000100868384925,0.1443666397174586
3.7484448867877584,4.634344934134171,1.0,0.018969470296418826,7.0,1.1694499763576147,0.12449934295957675
3.580492659865638,4.3753565418158,1.0,0.019723484854188456,7.0,1.000004093823058,0.14569612921796166
3.613336650908186,4.358388740682389,1.0,0.01988310336376431,8.0,1.3955640428745997,0.13434844254285522
3.625777556606121,4.245196030448237,1.0,0.017643919222031457,7.0,1.0000258379883349,0.16181458627217515
3.6777805424234886,4.640757744861153,1.0,0.018945718649452603,10.0,1.0000277650074303,0.12570606524812186
3.728290619557104,4.587521976968128,1.0,0.01355304362766907,7.0,1.0000866285969514,0.13961343464608708
3.5673052998258274,4.307782524140656,1.0,0.02188678458919835,9.0,1.0000517001706473,0.15711666853911538
3.6105996516546406,4.48739875237165,1.0,0.010947322712026251,13.0,1.0002002352192478,0.15817093319671893
3.6023886538940038,4.3852945088745425,1.0,0.02036183385950585,7.0,1.000026623785264,0.14663046687904074
3.630753918885295,4.400966857953332,1.0,0.013812891849185329,7.0,1.144660140882786,0.13640896831723295
3.525752674794725,4.19136912804087,1.0,0.018508312725942663,7.0,1.000000552712884,0.15839460492612426
3.5451604876835034,4.395324071422995,1.0,0.014856508222632625,8.0,1.0000228148188093,0.14646673615136718
3.7011694451356063,4.553245973331236,1.0,0.015015941581594803,7.0,1.5754577129667475,0.10766944537775536
3.5986563821846227,4.539002764063722,1.0,0.014937918857578112,7.0,1.0000256381761772,0.1399535263923487
3.770340880816124,4.523556013026052,1.0,0.01733727663132789,10.0,1.6900715115260383,0.11661797830646654
3.5227668574272206,4.141460630190406,1.0,0.016576174117310938,7.0,1.0000109082771729,0.16618742901662847
3.5459069420253795,4.3015901215508,1.0,0.022717113272569037,7.0,1.0000021007931776,0.1462380334454753
3.639711370987808,4.599736625658778,1.0,0.01891509929224522,7.0,1.0000023046646849,0.13194842605043938
3.6031351082358802,4.335058781019391,1.0,0.008717394402271483,7.0,1.000001651163164,0.1470882994504771
3.625031102264245,4.400511231330626,1.0,0.022403860165987943,7.0,1.1292709003821622,0.1402967175080974
3.587210748942523,4.376080753938417,1.0,0.0236617271182592,7.0,1.6999012474131217,0.10683677368485116
3.5491415775068424,4.370415723934117,1.0,0.012890540107529548,7.0,1.0000067564457031,0.14018652488689098
3.6894749937795472,4.556096533639948,1.0,0.015559411120676159,9.0,1.6937801088186624,0.10195884329966287
3.598158745956705,4.317863805336293,1.0,0.014348005881345962,7.0,1.0000193125913428,0.15057342084035324
3.6175665588454837,4.314323395968668,1.0,0.01833401916689281,12.0,2.756548386581528,0.09486549284131353
3.592933565563573,4.314289931685855,1.0,0.015594784855722852,7.0,1.0000003832466404,0.15230422656973758
3.690719084349341,4.753243384549745,1.0,0.015980404226778492,7.0,1.1779059334279514,0.11666039659877712
3.760388156257776,4.652338470672785,1.0,0.024614041774936424,12.0,1.0000820717479728,0.1197415759369862
