mean,std,median,D,xmin,KL1,KL2,lambda,beta
3.2282231944996873,5.738094231778293,1.0,0.01956793460939721,0.13902269620512792,0.04948303559805331,31.0,0.034919535816562514,1.3909126282722344
3.2685379851127907,5.9231967611854275,1.0,0.02908019899169334,0.08293844513535614,0.045104320513717565,22.0,0.048341996284731695,1.0867540867330834
3.3093073470083527,5.81504514270844,1.0,0.021726370155296548,0.1335238723795442,0.03270869471453864,33.0,0.02782060110651198,1.6000270862562922
3.2574293993976933,5.8350735378887375,1.0,0.02213045028035565,0.14791227973631427,0.03607440186238136,39.0,0.03674085263220178,1.3221196982691927
3.2485368486845845,5.887030993468202,1.0,0.032699335126141316,0.16934712511636169,0.03643152261337851,28.0,0.052608423300468714,0.9966235108492159
3.3038240809136883,5.943463643323925,1.0,0.029973670377436368,0.041117211470250374,0.015048817077232345,10.0,1.4632851199512968,0.4162324030778397
3.2862662651287007,5.912442328810475,1.0,0.022993344105867286,0.043222555675035634,0.01629103281575927,10.0,1.0242141905068025,0.44085846418786945
3.326808341383033,6.07029236918498,2.0,0.022649918190354,0.19585442408346,0.001239849131516461,39.0,0.07773226923266871,0.8495966196965512
3.2554122393317804,5.73419667729044,1.0,0.02036603426737338,0.12028192970327495,0.0286504577159385,30.0,0.025763326159558335,1.8648046914590792
3.3246491277913517,5.881061689551009,1.0,0.019738361936771365,0.19911432773659377,-0.010933239451290952,43.0,0.04771914590584478,1.1672482684025751
3.201375078129439,5.609006493603079,1.0,0.021497691702887067,0.036785037361985976,0.016702327568619592,10.0,1.7640613454764704,0.408157780835665
3.2741633047332237,5.847519654543383,1.0,0.019755138694202645,0.13174935860314282,0.03193303977530869,27.0,0.06044900526496894,0.9641515629298492
3.2406102619467014,5.610497028312053,1.0,0.02539623696563431,0.059595765016414295,0.023826824106510498,16.0,0.15245714547636396,0.7059850657684364
3.267657253253026,5.855703269663561,1.0,0.02666616449159434,0.15642151461987602,0.07004297977633993,29.0,0.033969925652716795,1.3464112273522901
3.348230013068924,6.116212529475789,1.0,0.021994033716696615,0.11285974389077219,0.01878509542746709,30.0,0.028438200187465096,1.581341560533626
3.2444172964372977,5.534148974796531,1.0,0.026690790910962603,0.10093187885473412,0.05999593722500226,29.0,0.034105727947630574,1.505241987960833
3.279447695891812,5.867219705600644,1.0,0.026152705566289902,0.16672297408331607,0.02846674500487461,27.0,0.05027547455326195,1.0551385192394922
3.245582135348599,5.7921240741607365,1.0,0.022365713406637622,0.03576181320897461,0.011576217443759078,10.0,1.2337003695197017,0.4333077025563308
3.2574578101028466,5.6233890681477305,1.0,0.018353867684211322,0.027017749394019647,0.010892918986624076,10.0,0.500737193166104,0.5243341030086953
3.2655832717768054,5.751446176441368,1.0,0.02071983325622906,0.03473110500500605,0.010028910343589159,10.0,0.6252330666155048,0.49574018851124124
3.266179896585033,5.923430302720975,1.0,0.022166769926297625,0.04656532954867493,0.022003568264383256,10.0,1.1804490815875015,0.4299079265527046
3.267657253253026,5.717677891799823,1.0,0.02481927219484492,0.12255245449573371,0.05453272976757795,30.0,0.027973624740654963,1.692600927689949
3.2912381385305984,6.035934962937307,1.0,0.020917702351800876,0.12861635169759444,0.039202068658468536,27.0,0.04308456361191572,1.1216545747976956
3.2647593613273482,5.756424228316724,1.0,0.023836699813448825,0.12876931220826077,0.05001330844115224,28.0,0.04487786775050516,1.1496744978809699
3.3566111710892663,6.2464895910825895,1.0,0.02329399687549559,0.13425996776970797,0.020966978783816242,27.0,0.040200056361245025,1.1386979740078218
3.238394226944713,5.670705593436388,1.0,0.023866587454984628,0.1441932918392406,0.00810250390646739,33.0,0.033539053219421106,1.3891188143126088
3.284305926473095,5.778296796137034,1.0,0.026833074513412547,0.10020174312772799,0.0680871754013738,28.0,0.03484588387034997,1.4062902418794678
3.252826865162793,5.743373321809131,1.0,0.02233375043246122,0.030867018328684687,0.01170292362466805,10.0,1.093829598808238,0.44154063844402636
3.251605204841184,5.7913014283825905,1.0,0.022399639750781852,0.1772271377795982,0.03733128841122901,33.0,0.03654624899383901,1.2859366048866274
3.276407750440366,5.754706725543526,1.0,0.021336626583114526,0.15045225231567433,0.0008927566829653698,28.0,0.06120529609128868,0.9592333402720898
3.3287402693334847,5.968669136449056,1.0,0.024603814336088603,0.03605564773572191,0.012970132627244495,10.0,0.44892840022082825,0.5202926565733506
3.293084834365589,5.911944859179171,2.0,0.02921193984587478,0.044163748188436686,0.02174302655850768,10.0,1.438858727833038,0.41774509484107625
3.253054150804023,5.748653846180571,1.0,0.021297873114598298,0.16953601381681888,0.08386071224149363,31.0,0.027125013013639825,1.698139559671766
3.3267515199727256,5.985044505711585,1.0,0.021802890622071747,0.035790137366771224,0.015855052089918574,10.0,0.45276621797869765,0.5238445183045219
3.227910676742997,5.524909372452708,2.0,0.028915208128233116,0.038400335991492195,0.012256267073485169,10.0,1.2014726445502162,0.4417994942825214
3.278879481788738,5.728170377810927,1.0,0.02013029909618269,0.13105717323904384,0.013622614347871709,28.0,0.0381968312226231,1.2840033492460856
3.2832263196772544,5.9805676113945525,1.0,0.03020095526809141,0.19844120927485787,0.06602060754412266,32.0,0.02663332381648185,1.5445515002181867
3.3158986306040115,5.8921267706896145,1.0,0.027792306432802727,0.14204618389090778,0.0489548671749848,27.0,0.035005161382395795,1.3654349403576518
3.272515483834309,5.831434318755786,1.0,0.025859685572382884,0.21020739966339458,0.021212594582375264,40.0,0.0243357668573869,1.7540256073264244
3.2943917268026595,5.911298407173595,1.0,0.018834449683879484,0.1463239731614858,0.042546411220170215,34.0,0.04474253687670613,1.141770235617832
3.23507017444173,5.849877309090579,1.0,0.019394127677317352,0.10436932581725579,0.007087992092337303,22.0,0.09300503309824586,0.7946287799323878
3.2827717483947954,5.903567577515078,1.0,0.015625386707804556,0.1332630916029638,0.0399766672626439,31.0,0.03804782146034487,1.2158117681313911
3.318995397465765,6.059167891013277,1.0,0.022014597723491902,0.12625094015946617,0.030139138518442327,28.0,0.030856239284322205,1.4752028540394333
3.2570316495255414,5.897416599548636,1.0,0.027294378838253697,0.04436392096067139,0.020036628480741215,10.0,1.5343534317526992,0.4118959766391782
3.299505653730326,5.804793284453995,1.0,0.02135495055559189,0.18242647367851084,0.01663155100503523,43.0,0.028911131345763758,1.6084843404907718
3.28956190692653,5.841770234900877,1.0,0.020918602251840612,0.13656010900954557,0.033376011283176604,29.0,0.041287489147970306,1.219668753693957
3.252883686573101,5.716700622950144,1.0,0.023582165474134942,0.07291005569191958,0.02737623910776761,17.0,0.14991439714439814,0.7111403169798043
3.2933405307119723,5.897292847594687,1.0,0.021654122657481123,0.1316830969543795,0.030320924237320364,37.0,0.026551334179863148,1.767171687994018
3.252457525995795,5.835186083193074,1.0,0.01971735449599188,0.1667625963613627,0.07317370333515068,33.0,0.037758078973059064,1.269094891585198
3.219302233081425,5.541039070926548,1.0,0.023457682717921036,0.07942906126800177,0.01618850799511995,21.0,0.0635330295308644,1.0109108189063614
3.266009432354111,5.784524011810215,1.0,0.026162099555516072,0.10716208652651817,0.033787427293702516,31.0,0.030302766145151223,1.5539136193540268
3.3244786635604298,5.924825794103899,1.0,0.022617365451225613,0.24637038327529148,0.01569842994017698,49.0,0.02798000205306495,1.5881227394341402
3.2948747087902723,5.801865439340241,1.0,0.020470278189731128,0.034883989283423594,0.014273178763302703,10.0,0.49786439196411514,0.5182274839565639
3.2356952099551113,5.629725439765092,1.0,0.018459813139453107,0.15818692580842283,0.04010408907486493,33.0,0.030384196079801442,1.5230613803654687
3.297857832831411,5.801862410858279,1.0,0.016551176452665906,0.19685470794827975,0.058083221986467794,36.0,0.050608211544416665,1.1300460833670622
3.2816353201886472,6.022310993511335,1.0,0.02332073404718016,0.20674470762897373,0.04053976040722916,32.0,0.029405721241035597,1.4056484046690443
3.290300585260526,5.848416929792784,1.0,0.025922587007312425,0.10156855655224055,0.023237922921310526,27.0,0.03195128361902694,1.4753951882565146
3.330530143758168,6.153556678557915,1.0,0.016893340861634742,0.1324848091667111,0.03135108834161859,29.0,0.04683090636247757,1.0418198188371128
3.2440479572702996,5.6927247287574785,1.0,0.026241343829168706,0.16907619399825,0.024960994306439513,30.0,0.03758951049297248,1.2707137762230563
3.2683675208818683,5.820913428164223,1.0,0.022990842694423308,0.04076371000436324,0.013210057180753175,10.0,1.5606571295080987,0.41362877307874013
