mean,std,median,D,xmin,KL1,KL2,lambda
3.2347008352747317,5.675642139849571,1.0,0.016499775190787824,0.08216556241534162,0.01379111051377677,23.0,0.05992804479269498
3.288283425194613,5.963865918153585,1.0,0.018064025077419832,0.117390936827902,0.03688031742653415,25.0,0.05192857142857149
3.2956986192397295,6.023662945289351,1.0,0.016489693256804605,0.1860830376094368,0.002694824865705307,35.0,0.05197308153054758
3.2157508949372122,5.60329748083957,1.0,0.026190828329441196,0.12137498644896157,0.028695968397829515,25.0,0.059530377890420386
3.2409227797033924,5.7967618795007665,1.0,0.027219543898505894,0.13984515860141528,0.043898758074244426,26.0,0.055503324844368984
3.2751860901187566,5.853289356702505,1.0,0.021870841407883423,0.23857155308680855,-0.03675307494345764,44.0,0.05760855699561183
3.270867662935394,5.967937010900574,1.0,0.02250850650259814,0.15132943259851672,0.03437066398952987,30.0,0.05238536622276038
3.2712085913972384,6.0185543812735185,1.0,0.030016687409957832,0.13155495815638565,0.013269873709662313,24.0,0.05507006513264244
3.2614068981192115,5.865796975317621,1.0,0.03187901734254461,0.14073231403434266,0.02743977915149289,26.0,0.05413685333189315
3.2662651287004945,5.852901077757856,1.0,0.029074728624560675,0.13076600190391802,0.01968063065727543,28.0,0.05283058571948557
3.3049320984146826,6.081277451723999,1.0,0.0225723300097857,0.12140756736894118,0.01944649979902836,29.0,0.05212159710249715
3.2698732882550146,5.829805486821419,1.0,0.024170925776015206,0.09554914844428196,0.038052987715880435,24.0,0.05756062833563948
3.278566964032047,5.968675097298937,1.0,0.024351191250195636,0.10498423322523923,0.027503282242671026,26.0,0.05257746432346744
3.2801579635206544,5.965915370723011,1.0,0.029604973145753832,0.16386254508835169,0.038282998695270014,26.0,0.054148411461133306
3.2514915620205693,5.79818994754341,1.0,0.036267517029828444,0.13082192192184483,0.04258052663206988,23.0,0.05557249580728772
3.309477811239275,6.0146795117460625,1.0,0.023585211269077866,0.09542424562314154,0.05918210904159145,23.0,0.054168701171875
3.294675833854196,5.928705020476322,1.0,0.02019408880981652,0.1049852443118535,0.02934684514587245,23.0,0.05537668252494775
3.266179896585033,5.769812068615853,1.0,0.026996444953334198,0.19211463676431279,0.034817665238484605,36.0,0.05738350125944586
3.3210693789419854,5.932597225499746,1.0,0.033639549933350166,0.186302119694355,0.003970705592329393,43.0,0.06441117984975708
3.2537928291380194,5.7693755571541,1.0,0.020304328991100462,0.1555193501300296,0.045860125611070876,30.0,0.05872103148801801
3.311381328484573,6.014120694285535,1.0,0.02919673631750852,0.16879747687179475,0.03340234680129938,32.0,0.05218040186371585
3.296806636740724,6.005751029687444,1.0,0.01732292511341965,0.119352951061157,-0.0001877983354761167,24.0,0.05609879032258058
3.2593613273481448,5.862772659508316,1.0,0.019540261687645444,0.11451173738960495,0.037111457362331915,24.0,0.05514831852791879
3.28495937269163,5.862047096006782,1.0,0.02101377401647564,0.11338929872374492,0.04389469054888862,27.0,0.0554080112497216
3.2546167395874765,5.760145405682261,1.0,0.025784067147748058,0.14539770843218466,0.014703159385934719,30.0,0.05561229121278146
3.2308938007841355,5.586110350221334,1.0,0.024541227755375816,0.11825524094379435,0.021864432143223977,23.0,0.06304737473347558
3.304704812773453,5.852484767656472,1.0,0.02546059881636381,0.0998421380361434,0.047829218306551166,23.0,0.06138164381632083
3.250468776635036,5.693189442212639,1.0,0.03275950075689546,0.08575701784304149,0.03364671806891727,21.0,0.0599569584339821
3.293056423660435,5.823175537865117,1.0,0.03460457803152506,0.21949592561222003,0.04876909166538299,40.0,0.06153394534585835
3.2392749588044776,5.613751011360467,1.0,0.03462758991004222,0.19829453591070992,0.026961746533171998,39.0,0.06638680453879961
3.2973464401386443,5.837934661449717,1.0,0.01979114351601588,0.14160572018925605,0.03120549368750171,28.0,0.05817193733017298
